MOF,CO2 loading (mol/kg),CH4 loading (mol/kg),CO2 error (mol/kg),CH4 error (mol/kg),Selectivity (CO2),Selectivity error,TSN,LOG10 TSN,logS error,TSN error,logS,TSN Class,PLD,LCD,Density (g/cc),VSA (m2/cc),GSA (m2/g),VF,PV (cc/g),K0_CH4,K0_CO2,K0_H2S,K0_H2O,DC_CH4,DC_CO2,DC_H2S,P_CH4,P_CO2,P_H2S,Qst_CH4,Qst_CO2,Qst_H2S,Qst_H2O,Maximum Dimensions
VAYGAF_stripped.cif,3.041929266,0.260021695,0.035677734,0.010721353,11.6987518,0.501504477,3.249204888,0.511777098,0.018617424,0.068261003,1.068139527,LOW,4.497,5.33043,1.23199,425.315,345.224,0.45472,0.369093,2.11E-05,0.0013958,0.00104346,90.6106,0.000101422,3.69E-06,3.67E-05,786202.0519,1896683.357,14075445.27,-24.66734797,-43.96252171,-38.64282097,-79.1993157,2
VAZHOW_stripped.cif,5.679618502,0.805177915,0.083629529,0.016635752,7.053867722,0.178963487,4.818743455,0.682933805,0.011018474,0.094608442,0.848427311,LOW,4.91778,6.51202,1.02424,1145.12,1118.03,0.5486,0.535617,3.44E-05,0.000107061,0.000321108,2.77E-06,0.000638979,0.000349153,0.000306301,6714835.033,11428883.01,30071565.74,-19.99125285,-24.55182084,-26.36347412,-13.2434829,3
VAZROF_stripped.cif,2.840208741,0.633899182,0.028668827,0.026163068,4.480537006,0.190376259,1.849913354,0.267151388,0.018453002,0.055637431,0.651330069,LOW,4.58076,5.03367,1.23766,632.928,511.392,0.45436,0.367113,6.91E-05,0.000233609,0.00117464,2.84E-06,0.000235767,0.000108627,0.000105251,6015782.842,9375286.785,45675780.71,-24.74470811,-29.19151557,-32.68319175,-15.8500509,3
VAZVEA_stripped.cif,3.543708883,0.198668166,0.126678033,0.023587418,17.8373262,2.211694712,4.434348367,0.646829809,0.05384926,0.248076439,1.251329755,LOW,4.35975,6.08452,1.48034,655.85,443.041,0.47772,0.32271,1.44E-05,0.000671516,0.00150736,144.016,0.000153217,1.98E-05,1.71E-05,977682.6772,5872570.392,11408236.87,-20.21708083,-38.49653032,-38.24156138,-79.20256562,2
VAZZIG_stripped.cif,6.883048581,0.572926283,0.125417362,0.018999981,12.01384679,0.454593472,7.431504273,0.871076732,0.016433324,0.176437773,1.079682089,LOW,6.14776,7.43407,1.90776,1218.03,638.462,0.56476,0.296033,5.65E-06,0.000172231,3.85E-05,1170140,0.000398334,7.13E-05,0.000225103,1282131.307,6991633.419,4932972.049,-15.81249477,-43.20906365,-22.31803793,-100.569751,2
VEBXIK_stripped.cif,4.715537465,0.79724577,0.058668695,0.026319249,5.914785178,0.208669747,3.640107161,0.561114169,0.015321625,0.085270632,0.771938976,LOW,4.83699,5.16609,1.22473,455.239,371.705,0.54594,0.445763,1.93E-05,8.09E-05,0.000282005,1.81E-05,0.000317895,0.000155544,0.000136367,2239482.53,4597622.99,14059272.88,-21.78678091,-28.83555683,-29.95385268,-26.19607594,2
VECGOC_stripped.cif,5.950705673,0.082497218,0.054225005,0.007342117,72.13219821,6.453209005,11.05717978,1.043644371,0.038853565,0.252206782,1.858129167,HIGH,3.83766,5.28361,1.57452,905.677,575.207,0.53226,0.338045,9.51E-06,0.175697,0.229417,11298300000,0.000172282,2.18E-05,5.39E-06,769889.443,1800308652,581443694.7,-18.94317358,-56.13584776,-54.90555756,-124.3764052,3
VEDFER_stripped.cif,5.747842986,0.993320625,0.135623664,0.039191595,5.786493143,0.266018785,4.382244255,0.64169658,0.019965545,0.154471591,0.762415443,LOW,3.96749,5.91977,1.02864,1213.43,1179.64,0.58242,0.566204,2.19E-05,7.51E-05,0.00021786,122.891,0.000207435,0.000187874,0.000111368,1396349.549,4333921.466,7450021.603,-19.52381519,-24.6275977,-26.37965748,-82.25838408,3
VEDFOB_stripped.cif,5.748605841,1.028350135,0.128499541,0.046546223,5.590125041,0.282199132,4.29663173,0.633128131,0.021923933,0.158456294,0.747421522,LOW,4.04681,5.9434,1.02043,1259.2,1233.99,0.5833,0.571622,2.28E-05,7.33E-05,0.000217926,24.7301,0.000231716,0.000174225,0.000150122,1611802.103,3888759.673,9965362.902,-19.48038552,-24.23588155,-26.12129605,-76.08968186,3
VEDGAO_stripped.cif,5.597295814,0.918742887,0.114373124,0.036868993,6.09234193,0.274354105,4.392669709,0.642728549,0.019557417,0.141562442,0.78478427,LOW,3.8285,5.63585,1.04345,1108.79,1062.62,0.57156,0.547762,2.16E-05,7.76E-05,0.000219227,24472,0.000135332,0.000174293,8.18E-05,909051.1549,4211185.93,5587461.778,-19.64850601,-24.91218843,-26.50471082,-76.88910381,3
VEDYAF_stripped.cif,5.833870524,0.816457838,0.083086705,0.04263295,7.145342049,0.38673727,4.982259743,0.697426365,0.023505923,0.154401456,0.854023023,LOW,4.26449,5.74388,0.990137,946.76,956.191,0.55322,0.558731,2.49E-05,0.000144037,0.000737341,0.00435,0.000145956,0.000121789,2.36E-05,1075392.138,5184810.99,5142481.082,-21.33543979,-30.7458153,-35.06668175,-48.56195071,2
VEFTOR_stripped.cif,4.551656146,0.743708318,0.118673164,0.047868313,6.120216805,0.425015804,3.581091973,0.554015475,0.030159392,0.166018309,0.786766807,LOW,4.65245,5.82487,1.24156,1319.09,1062.45,0.5795,0.466751,1.26E-05,4.02E-05,0.000181718,7.15E-06,0.000192298,0.000198749,8.39E-05,895469.1494,2958662.656,5647964.95,-18.89856522,-24.51717915,-28.49601877,-20.58951625,2
VEGGOG_stripped.cif,2.048771379,0.394955336,0.09132236,0.039686478,5.18734954,0.570226,1.464759905,0.165766443,0.047740374,0.11759878,0.714945513,LOW,5.11014,6.11044,1.24699,482.109,386.619,0.44622,0.357839,1.60E-05,5.53E-05,0.000220923,2.25E-06,0.000286829,0.000148621,0.000118889,1704039.295,3056797.053,9776867.954,-21.54484555,-27.22075035,-30.03210276,-19.32407962,2
VEGPII_stripped.cif,6.053011371,1.557777185,0.099258679,0.037608344,3.885672117,0.11340261,3.568045314,0.552430361,0.012674803,0.096485474,0.589466151,LOW,5.6035,8.78719,0.958187,1413.92,1475.62,0.60742,0.633926,2.20E-05,5.05E-05,0.000247238,2.55E-06,0.000247801,0.000137735,7.57E-05,1556073.317,1989635.81,5355659.617,-20.54530075,-24.28104555,-28.63424618,-13.30242222,2
VEGPOO_stripped.cif,6.256694863,0.672628944,0.117820063,0.035258852,9.301851964,0.518106373,6.060043337,0.78247573,0.024189886,0.189549753,0.968569424,LOW,5.12506,7.43023,1.08037,1276.44,1181.48,0.57774,0.534759,1.57E-05,0.000107389,0.000758496,0.0008166,0.000280226,6.80E-05,3.34E-05,1416906.884,2353673.365,8175620.937,-19.57434819,-28.26375742,-35.28346106,-40.45452625,2
VEGPUU_stripped.cif,6.846879727,0.771796969,0.134805604,0.007811301,8.871348293,0.196390671,6.49077098,0.812296286,0.009614253,0.143752092,0.94798963,LOW,4.60199,7.81912,1.03694,1452.76,1401.01,0.59748,0.576194,1.56E-05,0.000235547,0.0130382,0.0370815,0.000229353,7.40E-05,2.60E-05,1105611.264,5392877.112,104947301.4,-19.81580614,-31.62070647,-48.80946741,-55.83824201,2
VEHBOC_stripped.cif,6.493029824,0.57687446,0.082959941,0.039022081,11.25553353,0.774831531,6.826551352,0.834201361,0.029896855,0.212815835,1.051366086,LOW,4.8668,6.49389,1.10974,1048.76,945.051,0.5615,0.505973,7.78E-05,0.00271934,0.00187338,36791.5,0.000285555,5.20E-05,9.40E-05,7357166.678,46884675.97,58333273.83,-23.46196158,-39.87546533,-33.5184358,-91.30147824,2
VEHBUI_stripped.cif,6.519488967,0.632283892,0.073323822,0.034100898,10.31101543,0.568065706,6.606207538,0.819952213,0.023926625,0.172780336,1.013301437,LOW,5.00114,6.56352,1.09377,1086.49,993.343,0.57,0.521133,6.42E-05,0.000771054,0.00173777,1224.65,0.000333813,4.31E-05,0.000103516,6995589.851,10840415.88,58732736.73,-22.76595407,-36.97012088,-34.32480058,-85.57089414,2
VEHJID01_stripped.cif,12.42690294,0.458153505,0.08320625,0.026988133,27.1238849,1.608056433,17.81212484,1.25071573,0.025747419,0.341465517,1.433351893,HIGH,5.37964,6.80304,0.905817,2378.2,2625.47,0.7227,0.797843,4.81E-06,0.00088525,0.00267121,21945.4,0.000804037,0.000111062,4.55E-05,1046266.698,26584339.48,32870729.59,-12.76303139,-35.62269453,-36.413684,-81.76646755,3
VEHPUU_stripped.cif,2.225523362,0.714646395,0.040137935,0.022594688,3.114160204,0.113352036,1.097941811,0.040579324,0.015807846,0.040370664,0.49334095,LOW,5.72913,6.28122,1.2974,920.198,709.261,0.50608,0.390071,5.27E-06,9.40E-06,3.87E-05,2.04E-06,0.000449699,0.000293174,0.000194739,917876.9343,1067645.317,2920510.17,-16.13197018,-18.75097934,-22.70736085,-17.14218642,3
VEJYIT_stripped.cif,6.691737968,1.32175788,0.06326767,0.021853654,5.062756251,0.096425938,4.713573356,0.67335027,0.008271631,0.071062162,0.704387019,LOW,5.28654,6.4229,0.928973,1710.66,1841.45,0.66882,0.719957,1.56E-05,4.49E-05,0.000106345,3.65E-06,0.000557091,0.000346543,0.000362917,2408286.74,4312180.401,10702427.66,-16.68613306,-21.09789471,-22.26060524,-14.82222347,3
VEJYIT01_stripped.cif,6.680254749,1.374423016,0.091000214,0.029968645,4.860406636,0.124961008,4.587147932,0.661542746,0.011165707,0.097305204,0.686672605,LOW,5.0687,6.55973,0.921332,1746.95,1896.12,0.67428,0.731854,1.51E-05,4.16E-05,0.000100203,3.44E-06,0.000607065,0.000366,0.000364733,2521928.622,4185979.731,10051410.3,-16.53205092,-20.76438729,-22.00921592,-14.42635571,3
VEQSUF_stripped.cif,5.605537478,1.526919015,0.076570762,0.044864509,3.671142622,0.118953821,3.166014614,0.500512915,0.014072182,0.089959538,0.564801257,LOW,15.70532,18.24794,0.629378,1243.81,1976.26,0.72188,1.14697,6.36E-06,2.50E-05,0.00143504,0.0514172,0.00039427,0.000195699,3.15E-05,471427.0452,917855.037,8488992.959,-15.42792527,-23.11477614,-43.23180821,-55.44389742,2
VETMIS_stripped.cif,6.95817001,3.157619116,0.14091981,0.037271532,2.203612834,0.051655223,2.387593706,0.377960425,0.010180363,0.085767132,0.343135293,LOW,11.94561,17.26324,0.315569,1778,5634.28,0.86244,2.76459,6.96E-06,1.36E-05,2.10E-05,1.37E-05,0.001870047,0.000724158,0.000754742,1225613.182,925588.1434,1492109.72,-10.10563232,-13.90286275,-14.75310495,-22.35503616,3
VETTOE_stripped.cif,12.48523401,0.942155383,0.114411647,0.026670478,13.25177804,0.39429639,14.01185542,1.146495648,0.012922096,0.206194048,1.122274153,HIGH,4.69762,6.62806,0.902784,1985.24,2199.02,0.66188,0.733154,1.95E-05,0.0113475,0.000532179,34461800,0.000395559,2.88E-06,0.000107179,2076257.527,8807642.015,15371168.95,-17.85878132,-49.85910054,-32.85125376,-111.3183037,3
VIDXOX_stripped.cif,6.749566242,0.042236234,0.15702679,0.004510029,159.8051152,17.46446885,14.87328124,1.17240679,0.047462326,0.471546342,2.203590677,HIGH,5.0448,6.16109,1.68509,1113.52,660.806,0.56428,0.334867,2.35E-06,0.0020865,0.00311831,457872,0.00037647,3.60E-05,1.73E-05,445759.4923,37823252.51,27060093.44,-14.46333665,-42.60965985,-41.06400396,-93.33766832,3
VIFBOD_stripped.cif,5.992444018,0.036411717,0.085905499,0.004692829,164.5746075,21.3415773,13.28143017,1.123244843,0.0563181,0.387486933,2.216362828,HIGH,4.35551,5.74056,1.76429,1050.02,595.152,0.55482,0.314472,4.52E-06,0.00420439,0.00265512,603609,0.000197579,3.77E-05,4.29E-05,470224.3522,83409289.69,59957941.66,-16.87154802,-44.73072095,-41.55355737,-97.54180718,3
VIWVAA_stripped.cif,8.33127455,0.369973754,0.098216768,0.045061191,22.51855559,2.75547971,11.2683865,1.051861734,0.05314238,0.462243521,1.35254053,HIGH,3.8507,5.21951,1.05315,957.642,909.313,0.57346,0.54452,6.15E-05,0.0050998,0.00710956,10.3984,0.000114305,2.09E-05,7.51E-06,2209743.272,33567132.58,16782847.08,-23.09590833,-42.78713821,-40.6632076,-69.34065015,2
VIXBEK_stripped.cif,0.950518924,0.512190743,0.032735931,0.033848772,1.855790908,0.138297044,0.255241937,-0.593047969,0.032364445,0.031994328,0.268529043,LOW,4.0828,4.7207,2.19404,441.064,201.029,0.4404,0.200726,2.03E-05,4.48E-05,0.000372926,1.71E-06,0.000122043,0.000257787,7.63E-05,1626335.318,7570578.559,18625506.83,-24.54499312,-28.22321588,-32.70480508,-18.01644391,2
VIXCUB_stripped.cif,8.267189686,0.406754332,0.082066819,0.014857994,20.32477353,0.769353525,10.8136967,1.033974184,0.016439346,0.17318725,1.308025715,HIGH,4.89613,5.48848,1.09462,1923.99,1757.67,0.65098,0.594707,6.00E-06,0.000167131,0.000475535,1.62747,0.000820523,0.000309009,0.00032868,1609410.453,16875131.86,51070983.19,-14.84786604,-28.5746833,-31.06121156,-59.64428238,3
VIXPUP01_stripped.cif,9.973517611,2.259121314,0.168797066,0.033177105,4.414777351,0.098925856,6.432009333,0.808346666,0.009731624,0.145844358,0.644908806,LOW,6.9018,10.94847,0.690693,2226.27,3223.24,0.76264,1.10417,8.64E-06,2.77E-05,5.04E-05,8.98E-05,0.000667626,0.000366401,0.000390636,1189732.508,2095406.715,4057556.154,-14.77543625,-20.51042519,-21.7161299,-30.27698103,3
VIXPUP02_stripped.cif,10.00721509,2.226041859,0.078285604,0.040703605,4.495519726,0.08940845,6.532508939,0.815080013,0.008637399,0.100413044,0.652779908,LOW,6.91202,10.96287,0.693515,2222.38,3204.52,0.75862,1.09388,8.90E-06,2.96E-05,5.39E-05,5.86E-05,0.000602153,0.000360542,0.000292775,1109767.425,2206135.238,3264607.26,-14.96517452,-20.89257996,-22.09537206,-30.21873637,3
VIYFUG_stripped.cif,8.14733964,0.060436944,0.096876218,0.011066826,134.8072744,24.73703213,17.35149782,1.23933697,0.079692707,0.681275625,2.129713328,HIGH,4.52463,5.52913,1.23027,1167.23,948.758,0.58504,0.475536,1.05E-05,0.00179544,0.00258747,453.813,0.000222909,3.76E-05,4.32E-05,856727.2805,24818538.26,41076326.82,-19.00993484,-40.88225502,-37.78050802,-79.93435375,2
VIYKEV_stripped.cif,8.605588594,0.087957673,0.067684888,0.037833821,97.83783892,42.09067794,17.12948305,1.233744257,0.186837213,1.613478965,1.990506851,HIGH,3.92276,5.00748,1.09846,948.538,863.515,0.53814,0.489903,1.25E-05,0.0017368,0.00207572,15625.3,0.000178746,3.87E-05,3.36E-05,732361.752,22065847.53,22845497.37,-19.77643645,-39.53290651,-36.57202828,-86.37121147,2
VIYMAT_stripped.cif,6.260584937,0.235968185,0.190413021,0.040710203,26.53147897,4.647904469,8.913579549,0.950052145,0.076081671,0.548063312,1.42376146,LOW,5.02913,5.60515,1.46758,1313.77,895.197,0.56102,0.382277,1.11E-05,0.00329472,0.00184959,441857,0.000605105,2.83E-05,4.54E-05,2946144.079,40896641.56,36796132.13,-17.81490097,-43.99338635,-38.60368643,-102.7109417,3
VIZRIH_stripped.cif,1.131126954,0.235399631,0.042769243,0.019281622,4.805134773,0.43350093,0.771095549,-0.112891804,0.039180391,0.053048648,0.681705573,LOW,4.30274,5.68782,1.59459,362.628,227.412,0.42452,0.266226,1.21E-05,3.17E-05,0.000140412,7.40E-07,0.000226047,0.000137063,0.0001214,1304255.685,2067808.99,8113875.278,-22.23004346,-25.92751998,-28.85769691,-14.25285541,3
VOCXUH_stripped.cif,10.93694762,2.147149992,0.122092036,0.046558301,5.09370452,0.124228367,7.732791072,0.888336276,0.010591838,0.144468509,0.707033748,LOW,4.92239,7.53158,0.767101,2204.46,2873.75,0.67898,0.885124,1.80E-05,4.68E-05,0.000151829,1.16E-05,0.000843932,0.000322273,0.00043308,3477053.669,3452251.555,15056722.17,-15.8420613,-20.22193648,-23.1376149,-18.86505546,3
VOJGOS_stripped.cif,8.397503511,1.22342579,0.079684654,0.049654604,6.863925527,0.286095547,7.025121033,0.846653811,0.018101845,0.165984805,0.836572563,LOW,5.31352,6.19077,0.976178,1571.88,1610.24,0.63064,0.64603,2.71E-05,9.76E-05,0.000223508,3.96E-06,0.000824782,0.000456649,0.000547633,6510556.134,12988101.05,35667031.66,-18.56952913,-23.76327847,-24.61810402,-13.85006309,3
VOKCOP_stripped.cif,2.61539584,0.507668352,0.128484032,0.057551392,5.15178035,0.636506549,1.862050261,0.269991399,0.053657428,0.167516361,0.711957338,LOW,4.04163,4.89933,1.32671,256.05,192.996,0.47074,0.354817,7.30E-05,0.000399983,0.00273814,8.11E-06,4.01E-05,2.92E-05,3.15E-05,1159560.444,4627439.262,34201639.62,-27.86050804,-34.67195772,-39.13388411,-23.70661817,3
VOKMAL_stripped.cif,4.021757424,0.620966558,0.109543769,0.045429332,6.476608718,0.505596516,3.263043476,0.51362286,0.033903203,0.162759824,0.81134766,LOW,4.53976,5.98429,1.20437,912.504,757.66,0.52448,0.43548,2.48E-05,0.000123536,0.000451301,9.67E-06,0.00021115,0.000148523,0.000115188,1884568.968,6596326.748,18689191.41,-21.65753461,-28.39106183,-30.88986093,-22.12358991,3
VOLQOD_stripped.cif,8.49565242,1.877033863,0.069569323,0.026110521,4.526105035,0.073059706,5.570808524,0.745918231,0.007010316,0.075020612,0.655724628,LOW,8.76618,11.11497,0.702909,1788.58,2544.54,0.7264,1.03342,1.20E-05,8.85E-05,9.77E-05,0.00391418,0.000458825,0.000108055,0.000159595,1153755.912,2005750.272,3272594.095,-16.80814148,-29.2709399,-24.95578388,-50.31659993,3
VOMNES_stripped.cif,1.120788376,0.409566505,0.052727066,0.033117867,2.736523523,0.256002649,0.490007765,-0.309797038,0.040628387,0.051038384,0.437199186,LOW,4.02563,5.67198,1.68478,447.54,265.637,0.4011,0.238072,1.03E-05,2.09E-05,0.000107086,6.64E-07,0.000174742,0.000189291,0.000148265,906953.2012,1986233.924,7984918.329,-21.14679581,-24.14362711,-27.50360632,-13.37189209,2
VONHOW_stripped.cif,7.636733685,0.852454342,0.07448614,0.03237681,8.958525181,0.351291554,7.271976698,0.861652479,0.017030033,0.148137908,0.952236519,LOW,4.38991,6.14976,0.959992,1347.9,1404.07,0.59666,0.621526,2.70E-05,0.000219416,0.000420149,0.0429907,0.000542451,0.000192027,0.000254933,4202752.131,12074072.7,30693899.45,-20.30526376,-29.32982212,-28.77517735,-55.68689676,2
VORSAY_stripped.cif,2.850413199,0.019779998,0.058714024,0.010702627,144.1058378,78.02974532,6.153134452,0.789096405,0.235159715,0.682179972,2.158681575,LOW,6.45604,7.31637,1.79903,504.556,280.46,0.41082,0.228357,2.21E-06,0.00263619,0.00149918,304.652,0.000675556,8.15E-06,1.58E-05,801151.5929,11542502.97,12741291.17,-15.72565198,-46.12744196,-44.89973707,-81.46279516,3
VOSTUU_stripped.cif,6.712555637,1.051811171,0.118008165,0.069548996,6.381901828,0.436651097,5.40327246,0.732656867,0.029714522,0.22092459,0.804950119,LOW,5.27941,6.53139,0.93518,1089.02,1164.5,0.55424,0.592656,2.66E-05,0.000211864,0.000509624,9.18E-06,7.58E-05,7.36E-05,3.26E-05,563846.6046,4354727.255,4639233.42,-22.24868002,-32.18503208,-31.77459133,-19.37182783,3
VOTNOJ_stripped.cif,8.851164863,1.999510536,0.172511855,0.03904729,4.426665778,0.122133557,5.718531679,0.757284531,0.011982366,0.153852833,0.646076733,LOW,5.54391,7.85556,0.736864,2603.86,3533.7,0.73472,0.99709,7.12E-06,2.17E-05,4.47E-05,0.000206564,0.001242462,0.000490232,0.000572961,1946458.876,2339742.802,5637179.906,-13.17382314,-18.7600142,-19.78167377,-32.67622002,2
VOZVIR01_stripped.cif,1.825265481,0.266628218,0.063055492,0.0228833,6.845732596,0.633343444,1.524863162,0.183230873,0.04017942,0.090296347,0.835419931,LOW,4.8002,8.1513,1.66784,661.965,396.899,0.50098,0.300376,4.32E-06,4.40E-05,0.000683757,0.00602748,0.000336142,6.68E-05,1.36E-05,723521.5228,1461951.362,4617811.3,-17.61513623,-31.33588229,-41.37052036,-50.87095009,3
VUDQOB_stripped.cif,5.458943641,0.291792885,0.137474268,0.022328331,18.70828224,1.507112986,6.943961442,0.841607301,0.034986155,0.258952499,1.272033913,LOW,4.82237,6.32363,1.49229,1153.3,772.836,0.5615,0.376267,1.82E-05,0.000295812,0.000451824,0.343644,0.000390751,9.13E-05,0.00010903,3175740.957,12032176.42,21944394.55,-19.37311851,-33.12250484,-30.99181338,-60.8492269,3
VUGXEC_stripped.cif,4.663953272,0.102329358,0.118537403,0.017316367,45.57786103,7.799276593,7.736350865,0.888536158,0.074316405,0.398495196,1.65875394,LOW,5.61233,6.67434,1.31728,723.053,548.898,0.46868,0.355793,5.19E-06,0.00110515,0.000368779,448911,0.000480005,1.28E-05,3.71E-05,979628.6471,5541080.614,5379094.414,-17.23615631,-43.98999239,-35.81285796,-101.7404235,3
VUGXIG_stripped.cif,5.281866827,0.088231259,0.125329915,0.015780892,59.86389523,10.80096649,9.386748713,0.972515192,0.07835775,0.470002337,1.777164972,LOW,5.70131,6.83362,1.30918,733.187,560.036,0.47334,0.361555,5.21E-06,0.00309217,0.000999025,47717200,0.000385777,1.26E-05,2.56E-05,785186.5186,15269380.38,10000969.45,-17.17555696,-47.96231005,-40.32118743,-114.5051248,3
VUGXOM_stripped.cif,4.695790245,0.168024333,0.082981877,0.021549111,27.94708462,3.618077052,6.791692875,0.831978039,0.056224501,0.290018073,1.44633651,LOW,5.60745,6.7578,1.33981,777.104,580.013,0.47004,0.350827,5.90E-06,0.00043304,0.000269414,41751.6,0.000397005,1.58E-05,8.19E-05,937473.126,2730222.471,8828981.422,-17.5267218,-39.92220944,-33.1825296,-97.15934502,3
VUGYAZ_stripped.cif,4.351841631,0.098591816,0.092997794,0.009327097,44.1399887,4.280992656,7.15804932,0.854794686,0.042120797,0.238743647,1.644832218,LOW,5.52393,6.78172,1.36329,709.701,520.579,0.46554,0.341483,5.19E-06,0.000217574,0.000168727,1390.52,0.000479036,3.50E-05,8.77E-05,1012538.859,3103143.317,6018583.771,-17.25001956,-37.63547421,-31.35072285,-89.06974889,3
VUGYED_stripped.cif,4.375861596,0.115020085,0.161502466,0.018282786,38.04432574,6.208132259,6.915129847,0.839800339,0.070868849,0.401630721,1.580289892,LOW,5.46593,6.85533,1.36439,716.55,525.181,0.46918,0.343876,5.26E-06,0.000164084,0.000160838,181.338,0.000469698,4.08E-05,8.88E-05,1006257.21,2728416.922,5816839.188,-17.3134284,-35.84004467,-30.95534877,-83.15316787,3
VUGYIH_stripped.cif,3.790922897,0.162916851,0.076157072,0.027389305,23.26906569,3.939786536,5.1813536,0.714443232,0.073532284,0.297555333,1.366778946,LOW,5.65237,6.68989,1.37055,720.309,525.561,0.46798,0.341454,5.77E-06,6.55E-05,0.000126716,0.118822,0.000343577,0.000123345,0.000116921,811620.4085,3307189.292,6061425.942,-17.56664945,-29.77697089,-29.4766485,-60.32908344,3
VUHJAK_stripped.cif,2.516947617,0.118679259,0.069402337,0.013880816,21.20798219,2.548502909,3.338729378,0.523581219,0.052187933,0.160403836,1.32649935,LOW,4.68995,5.35129,1.88463,454.529,241.177,0.43146,0.228937,2.86E-05,0.000351362,0.0017027,0.427355,0.00041294,0.000296778,0.000381054,6641322.642,58663471.67,365011176.4,-23.88126721,-33.3514249,-36.04461772,-60.60246545,3
VUJBEI_stripped.cif,13.49383164,2.202141997,0.17627892,0.009523243,6.127593794,0.084320902,10.62355827,1.026270004,0.005976261,0.160511235,0.787289968,HIGH,6.58719,18.45826,0.562613,2093.53,3721.08,0.7947,1.41252,8.12E-06,6.90E-05,9.07E-05,0.102835,0.001208405,0.000297676,0.000436202,1648001.525,3447273.622,6648060.657,-13.14999748,-24.69550978,-23.73115296,-50.62332519,3
VUJBIM_stripped.cif,9.369905473,2.53626166,0.193925633,0.018721368,3.694376499,0.081178617,5.317806955,0.725732568,0.009542997,0.141805401,0.567541153,LOW,6.63118,18.71723,0.625363,2093.36,3347.43,0.79426,1.41644,8.14E-06,2.60E-05,4.01E-05,3.54E-05,0.000703201,0.000430392,0.000425999,1068071.503,2092729.453,3191286.198,-13.47832828,-20.09048095,-20.05581261,-27.71413421,3
VUKTAY_stripped.cif,4.040435512,0.356049953,0.103619266,0.024282842,11.34794563,0.826846038,4.262325104,0.629646572,0.031644025,0.168213217,1.054917246,LOW,4.27431,5.60355,1.40562,649.923,462.374,0.50132,0.356653,2.82E-05,0.012033,0.001823,251634,0.000155401,4.09E-06,4.94E-05,1841744.84,20665006.79,37807123.82,-23.31875421,-52.59084771,-39.27652851,-102.5251557,3
VUKTIG_stripped.cif,3.816274161,0.412114563,0.047698525,0.038198795,9.260226406,0.866096426,3.688893055,0.566896065,0.040618974,0.161724694,0.966621605,LOW,4.32231,5.58633,1.41396,661.768,468.026,0.5044,0.35673,2.69E-05,0.00107848,0.000828412,58.2161,0.000223292,5.13E-05,8.52E-05,2538123.734,23333712.57,29803230.73,-23.1364664,-43.55984304,-34.8144079,-79.76474902,3
VUKTUS_stripped.cif,4.347239676,0.514708373,0.044414144,0.035815628,8.446024793,0.594011747,4.02837987,0.605130417,0.030544076,0.139014481,0.926652352,LOW,5.30461,6.57621,1.34132,1013.7,755.749,0.53756,0.40077,2.88E-05,0.00310467,0.000851284,21144.1,0.000206345,7.77E-06,0.00010778,2376483.891,9664961.685,36736751.62,-23.49854248,-49.28451479,-34.98929924,-95.4281908,3
VULKOD_stripped.cif,4.185921594,0.057323871,0.093932569,0.010686521,73.02231264,13.7113482,7.800278964,0.892110135,0.081547169,0.383612528,1.863455583,LOW,3.95235,5.01649,1.39517,516.937,370.52,0.45226,0.324162,2.27E-05,0.00114332,0.00118822,1.95503,6.60E-05,1.57E-05,2.56E-05,625657.6995,7468853.127,12645156.12,-22.90974073,-40.19232311,-35.83072722,-66.20934306,3
VULRAW_stripped.cif,1.588355651,0.644184757,0.061663923,0.042711153,2.465683382,0.189444512,0.622535838,-0.205835642,0.033367912,0.058250519,0.391937308,LOW,4.568,5.4354,1.6045,551.476,343.706,0.44764,0.278991,2.49E-05,5.00E-05,0.000329494,1.04E-06,0.000154067,0.000133952,9.30E-05,1837300.565,3210714.998,14677185.98,-23.3121928,-26.63559724,-30.17977421,-13.86738365,2
VULRAW01_stripped.cif,1.561033037,0.649796084,0.039445006,0.042311033,2.402342944,0.167792497,0.594183817,-0.22607918,0.030333453,0.049674856,0.380635005,LOW,4.35506,5.37244,1.65287,506.928,306.696,0.43184,0.261267,2.86E-05,5.67E-05,0.000416099,1.08E-06,0.000106613,0.000139235,5.92E-05,1506077.655,3896138.822,12155280.37,-24.0020178,-27.34772414,-31.12552564,-14.21340477,2
VULRAW02_stripped.cif,1.603274477,0.637269338,0.038838019,0.045950252,2.51585065,0.191368937,0.642407803,-0.192189192,0.033034741,0.05520262,0.400684856,LOW,4.56454,5.42105,1.614,557.238,345.253,0.44974,0.27865,2.61E-05,5.25E-05,0.000348938,1.06E-06,0.000125249,0.000116118,8.05E-05,1577580.967,2938433.11,13541637.36,-23.43672094,-26.78494141,-30.34078217,-13.94401832,2
VUNYAF_stripped.cif,3.912404106,0.2209754,0.10106078,0.022262223,17.70515677,1.841407759,4.88307069,0.688693011,0.045168379,0.217114373,1.248099777,LOW,4.26861,4.6046,1.44181,678.646,470.691,0.48302,0.33501,1.22E-05,0.00016557,0.000314794,0.00435172,0.000104887,4.52E-05,6.49E-05,548919.8955,3219767.812,8794063.886,-20.90649805,-33.23578861,-31.96368277,-50.02841611,2
