,MOF,CO2 loading (mol/kg),CH4 loading (mol/kg),CO2 error (mol/kg),CH4 error (mol/kg),SC CO2 loading (mol/kg),SC CH4 loading (mol/kg),SC CO2 error (mol/kg),SC CH4 error (mol/kg),Selectivity (CO2),Selectivity error,TSN,LOG10 TSN,logS error,TSN error,logS,TSN Class,PLD,PLD log10,LCD,LCD log10,Density (g/cc),VSA (m2/cc),GSA (m2/g),VF,PV (cc/g),PV (cc/g) log10,K0_CH4,K0_CH4 log10,K0_CO2,K0_CO2 log10,K0_H2S,K0_H2S log10,K0_H2O,K0_H2O log10,DC_CH4,DC_CH4 log10,DC_CO2,DC_CO2 log10,DC_H2S,DC_H2S log10,P_CH4,P_CH4 log10,P_CO2,P_CO2 log10,P_H2S,P_H2S log10,Qst_CH4,Qst_CO2,Qst_H2S,Qst_H2O,Maximum Dimensions
1770,SIVQAR_stripped.cif,5.9480467384,0.3528308177,0.0331854273,0.0153107146,6.7918408556,3.9008015146,0.0616634783,0.0424120932,16.85807032722811,0.7375594569189144,7.297110497820047,0.8631509226854712,0.01900086996897183,0.1201272703396177,1.226807861261517,HIGH,5.95196,0.7746600038823033,8.43693,0.9261844458430306,1.35381,1399.6,1033.82,0.60916,0.449961,-0.3468251267108659,1.06e-05,-4.97469413473523,0.000715056,-3.1456599448581843,0.00128952,-2.8895719177197,1.45823,0.16382602868223312,0.000387003,-3.4122856683702465,2e-05,-4.698970004336019,1.17e-05,-4.931814138253839,1658368.039,6.2196809191993525,5793529.536,6.762943225383653,6105479.596,6.78571978420482,-17.27596243,-38.69946644,-38.90338832,-62.84768628,3
1771,SIXFIQ01_stripped.cif,10.5721453713,3.4917425716,0.0955615115,0.0156595484,21.7388627985,7.3793948841,0.2481366606,0.073558205,3.027756243340582,0.03055127597193051,5.086480184074055,0.7064173569112167,0.004382205667611376,0.0652706442404164,0.4811209083335371,HIGH,7.40782,0.8696904210339638,9.82923,0.9925194975016104,0.512153,2201.64,4298.8,0.78316,1.52915,0.1844500890598441,8.313e-06,-5.080242219498106,1.73e-05,-4.761953896871205,3.09e-05,-4.510041520575165,2.75e-06,-5.560667306169737,0.00128132,-2.892342394940028,0.000720343,-3.1424606597681803,0.000649956,-3.18711604274791,1628434.239,6.211770225156908,1909338.984,6.280883039871541,3066460.829,6.486637421377073,-12.01802615,-15.63855384,-16.70232984,-9.143569408,3
1772,SIXFIQ_stripped.cif,12.4633885921,3.2309297564,0.1744341928,0.032619197,19.9339460354,8.6876990794,0.2351988393,0.057296385,3.857523849725252,0.0665697220856147,7.307392163899882,0.8637624151387745,0.007494668624193894,0.1385093952698868,0.5863086198348755,HIGH,6.83328,0.8346292167073955,8.71902,0.940467673864891,0.58944,2378.84,4035.76,0.75098,1.27406,0.10518988094700084,1.07e-05,-4.97061622231479,2.3e-05,-4.638272163982407,4.53e-05,-4.343901797987168,2.92e-06,-5.534617148551582,0.001071189,-2.970133895727031,0.000634452,-3.197601229240951,0.000639455,-3.1941900124665197,2022295.008,6.305844509811413,2566883.217,6.4094061104454205,5097617.187,6.707367218380037,-13.2018997,-16.65735494,-17.94490059,-9.917957933,3
1773,SIXWON_stripped.cif,9.9028698396,1.7930596668,0.1256534604,0.0289397246,13.5320809078,6.966019712,0.1990579288,0.0370351183,5.522889183756637,0.1133868487684368,7.349576557736518,0.8662623181405285,0.008916217780606571,0.1284244806692418,0.7421663292338482,HIGH,4.96322,0.6957635261883419,7.93181,0.8993723024899147,0.80119,2125.79,2653.29,0.69572,0.868358,-0.06130119029517414,1.17e-05,-4.931814138253839,4.15e-05,-4.3819519032879075,6.7e-05,-4.173925197299174,9.17e-05,-4.037630664329979,0.000886975,-3.0520886208842346,0.00043575,-3.3607626042179692,0.00050762,-3.2944612752327194,2472014.25,6.39305096992751,4322429.475,6.635727916030818,8138422.153,6.910540213652348,-14.82788003,-21.53161012,-20.46622958,-37.49581031,3
1774,SOCLIH_stripped.cif,4.6621836354,0.6214518525,0.0974519828,0.0532182411,5.7959214667,3.561925257,0.0757174106,0.0822214016,7.502083414257743,0.661304812963027,4.080258679404225,0.6106876972753239,0.0382828362825289,0.1978124489165258,0.8751818886804,LOW,5.06131,0.7042629382110386,6.34179,0.8022118568409915,1.13407,475.106,418.939,0.51756,0.456375,-0.3406781540422162,3.8774e-05,-4.411459394032273,0.000752916,-3.123253473694935,0.000629254,-3.2011740150765307,0.358622,-0.44536307175785245,4.23e-05,-4.373659632624958,1.46e-05,-4.835647144215563,5.44e-05,-4.2644011003018205,555352.8766,5.74456902575482,3729786.256,6.571683944275297,11590739.52,7.0641111459902834,-23.2419067,-39.59026353,-31.6664591,-62.56948654,2
1775,SOCPUW_stripped.cif,6.8248116788,0.7137305536,0.1092108478,0.0338494352,8.0455197385,5.0646632266,0.0917786829,0.0419052809,9.562168306199299,0.478614665963123,6.692112658219163,0.8255632434725285,0.02173771698318611,0.1829676492702135,0.9805563835566273,HIGH,4.29683,0.633148171574894,7.00256,0.845256838674796,1.03057,1210.81,1174.89,0.56712,0.550296,-0.25940364398375754,2.01e-05,-4.696803942579511,0.000271103,-3.566865676531514,0.000839994,-3.0757238160526397,76.0891,1.8813224471923462,0.000211366,-3.6749648713329433,6.16e-05,-4.210419287835575,9.35e-05,-4.029188389127483,1307153.511,6.116326593751381,5140022.252,6.710964999131441,24153049.73,7.382971975554932,-21.0547302,-34.19770188,-34.8196007,-80.03084383,2
1776,SOCWIR_stripped.cif,10.2360907873,0.0784351311,0.166411089,0.0064557727,10.7946545971,1.9249878912,0.1157224286,0.0256426173,130.5039035919964,10.94893347769274,21.65571424179469,1.3355725120628505,0.03643616214694868,0.5128845368172054,2.115623502349462,HIGH,3.83036,0.5832395934636857,5.62577,0.7501819728038214,1.17086,1153.96,985.56,0.6356,0.542847,-0.265322557922784,3.45e-06,-5.462180904926726,0.000142457,-3.8463162056966604,0.000128932,-3.889639280484784,0.0554073,-1.256433012512375,0.000293046,-3.533064202246135,5.29e-05,-4.276544327964814,0.000146448,-3.8343165549820055,353209.9813,5.548032967731871,2635295.471,6.420829315651356,6599405.796,6.819504833854643,-14.58548004,-32.65221703,-27.61342154,-54.03992912,2
1777,SOHGUS_stripped.cif,10.0984974012,2.031350108,0.1412445784,0.0733830224,14.6610048671,6.8790757019,0.1100621284,0.0745688844,4.971322944985907,0.1925809256990555,7.033320444799857,0.8471604047357415,0.01682385841283482,0.1963205828729463,0.6964719765104946,HIGH,8.17839,0.9126678167599434,9.69532,0.9865621478077844,0.723839,1686.91,2330.5,0.69962,0.966541,-0.014779718773460232,1.11e-05,-4.954677021213342,3.47e-05,-4.459670525209126,6.52e-05,-4.185752404268079,3.34e-06,-5.476253533188435,0.000418888,-3.3779020808143123,0.000254599,-3.59414330647708,0.000245274,-3.6103484862615645,1009065.806,6.003919489577608,1907627.542,6.2804935840765035,3457560.685,6.538769811320567,-15.08015041,-20.23229992,-21.28800064,-12.71328878,3
1778,SOHMEI_stripped.cif,1.8172928095,0.1963749558,0.0727740913,0.0122364605,2.1955150903,1.1987588315,0.0392863825,0.0202153791,9.254198439391832,0.6854593259280264,1.756120567166691,0.24455432925669893,0.03216823204833158,0.09144939180157055,0.9663388079160784,LOW,4.71949,0.6738950702118984,5.78546,0.7623378952703828,1.6661,299.512,179.768,0.44604,0.267715,-0.5723272947274319,1.42e-05,-4.847711655616943,7.26e-05,-4.139063379299906,0.000719957,-3.142693441374829,1.48e-05,-4.8297382846050425,0.000542998,-3.2652017700254503,0.00032409,-3.4893343691893897,0.00019415,-3.7118626051179335,3846063.107,6.585016405954728,11704118.69,7.068338717265468,69518347.05,7.842099437266873,-23.48936869,-30.14661601,-38.61257441,-27.99780666,3
1779,SOHNEJ_stripped.cif,3.0886728931,0.5566508391,0.0718712753,0.0195660954,4.0174411129,2.6313090956,0.0510248444,0.0444841407,5.54867194324867,0.2338987474611762,2.298556541676931,0.3614551913302987,0.01830725196685476,0.07783368360921765,0.7441890485754693,LOW,6.11565,0.7864426226823741,6.9214,0.8401939486155479,1.43285,1046.37,730.272,0.54732,0.38198,-0.41795937561453556,1.06e-05,-4.97469413473523,3.11e-05,-4.507239610973163,0.000101504,-3.993516843034528,4.83e-06,-5.316052869248487,0.000311096,-3.507105572912819,0.000223065,-3.6515685673195053,0.000146664,-3.8336764745685676,1404521.779,6.147528477910105,2969127.444,6.472628839239048,6367400.622,6.803962175519623,-18.49238091,-22.84170032,-25.61110847,-23.17599429,3
1780,SOJMAH_stripped.cif,8.9184407694,0.1891538391,0.1684155787,0.0146716412,10.0866622911,3.2784524949,0.2373752821,0.0277528635,47.14913962007975,3.763928246512516,14.92477671577569,1.1739078425262386,0.03466984298996638,0.418375996279984,1.673473772117654,HIGH,4.52366,0.6554899557421878,5.45352,0.7366769101870067,1.14825,2303.66,2006.23,0.59942,0.522028,-0.28230620213304797,5.109e-06,-5.291664097317737,0.000976431,-3.010358440935286,0.000559345,-3.2523202397357154,37.8636,1.5782219034948426,0.002945996,-2.530767847167219,0.000100575,-3.997509958756701,0.000282881,-3.548396221409264,5158931.594,6.712559769287286,33660747.26,7.527123752973503,54234424.99,7.734275039993993,-13.31955187,-35.38558595,-31.22322614,-67.75746056,2
1781,SOJSUH_stripped.cif,10.3314174805,1.3477740632,0.0584756391,0.0341954876,13.2273119477,5.9647783037,0.169785073,0.0262846821,7.665541104100393,0.19926940856166,9.138581119270434,0.9608787712364324,0.0112896928442744,0.1275928690052162,0.884542816754721,HIGH,6.77563,0.8309496822480293,8.78676,0.943828764321016,0.847279,1875.36,2213.39,0.67368,0.79511,-0.09957278444000033,1.35e-05,-4.869666231504994,0.000241143,-3.6177253404412357,0.000267182,-3.5731928035467666,478.075,2.6794960337064047,0.000349692,-3.456314303051341,7.12e-05,-4.147520006363144,0.00013642,-3.8651219548048705,1193505.869,6.076824558967447,4342064.769,6.637696297379457,9218640.916,6.9646668986904405,-18.74399934,-33.97298479,-30.3733578,-79.39785033,3
1782,SOKNEN_stripped.cif,8.0697924617,0.5921195493,0.1881890383,0.0552682208,9.1242711437,4.7329722773,0.0778520287,0.028064227,13.62865399603857,1.311195358453513,9.154799991692741,0.9616488605489082,0.04178291627618085,0.3990847764503798,1.1344529658157,HIGH,4.34148,0.6376378046885045,6.797,0.8323172699222616,1.11304,1486.41,1335.45,0.58556,0.52609,-0.27893995326099424,3.27e-05,-4.485452247339714,0.000681875,-3.166295232067583,0.000628032,-3.2020182271714686,3897.94,3.5908351498484414,0.000214132,-3.66931842665722,7.04e-05,-4.152427340857888,0.000142772,-3.845356956690307,2327437.315,6.366877992933206,15942080.38,7.202544994513056,29791325.45,7.474089825901029,-21.22974056,-37.47035298,-30.47560604,-89.77440772,2
1783,SOKNIR_stripped.cif,7.5630094005,0.6214138236,0.072873222,0.0316477105,8.6496026586,4.9115304044,0.0678515565,0.0345771021,12.17064879034339,0.6308295788151117,8.20823794342361,0.9142499374385588,0.02251036981020513,0.1877206023602569,1.085313730124539,HIGH,4.35707,0.6391945372985095,6.77705,0.8310406898076499,1.12651,1487.99,1320.88,0.58478,0.519108,-0.284742278135053,3.66e-05,-4.436518914605589,0.000242198,-3.6158294474545274,0.000669863,-3.1740140098781136,0.205318,-0.6875729748476389,0.000293383,-3.5325650548420593,0.000188404,-3.724909880951387,0.000152162,-3.8176937920519327,3607614.134,6.557220079746766,15344448.28,7.185951277697189,34275471.21,7.5349834340668345,-21.53437141,-29.53554229,-30.39605656,-57.81795919,2
1784,SOKNOX_stripped.cif,6.7926370535,0.7737687623,0.1096581588,0.0231399102,8.2402086262,4.7721483074,0.1570481972,0.0312363355,8.77863954252835,0.2983387936034238,6.408358671043588,0.8067468108938832,0.01475933613311606,0.1440619986558669,0.9434272169365494,HIGH,4.34659,0.6381486765066254,6.77659,0.8310112105737685,1.13035,1462.72,1294.04,0.59022,0.522155,-0.28220055896614393,3.46e-05,-4.460923901207224,0.000141281,-3.849916239779071,0.000513932,-3.2890943401067125,0.000584231,-3.2334154025631747,0.000229197,-3.6397910712245976,0.000185139,-3.732502086375638,0.000112655,-3.948249528092656,2674494.424,6.42724169678009,8825720.419,6.945750165756913,19535443.71,7.290823279836008,-21.44954742,-26.84799156,-29.89122425,-41.05799372,2
1785,SOMJOV_stripped.cif,5.3431685379,0.880047522,0.1535206264,0.0749468117,6.8090318516,4.7374062965,0.1069670021,0.1028098968,6.071454557086975,0.5456931110064298,4.185265171398583,0.621722979372728,0.0390337281938609,0.2407473770582214,0.7832927488084622,LOW,5.71334,0.756890069628577,5.97543,0.7763691631612276,1.17893,1284.94,1089.91,0.56576,0.479892,-0.3188564898775693,3e-05,-4.522878745280337,8.77e-05,-4.05700040663396,0.000281614,-3.5503457587216434,3.09e-06,-5.510041520575165,0.001731808,-2.76150025848648,0.000611099,-3.2138884269573738,0.000756826,-3.1210039565975816,18313870.33,7.262780134871795,18864695.96,7.275649810122314,75005605.77,7.875093722911682,-19.49255549,-23.78519361,-25.76484557,-13.7070142,3
1786,SOPLAM_stripped.cif,9.2527369729,2.0035138905,0.1507610842,0.0425690621,13.1298825929,7.0835097641,0.1146833608,0.1023008628,4.618254466202314,0.1236560701141447,6.148238852738258,0.7887507310481431,0.01162845167961822,0.1470108737990321,0.6644778589022479,HIGH,6.43639,0.8086423514177278,7.99336,0.9027293728964034,0.786263,2032.02,2584.4,0.6771,0.861162,-0.06491514228842543,1.4e-05,-4.853871964321762,3.64e-05,-4.438898616350944,8.87e-05,-4.052076380168273,2.91e-06,-5.536107011014093,0.000658041,-3.1817470463267243,0.000358356,-3.445685319685924,0.000292978,-3.5331649900121715,2157422.098,6.3339351228022895,3057712.232,6.485396610593905,6098887.785,6.785250642735694,-16.0050716,-20.38480905,-22.26009688,-12.03876149,3
1787,SOPLEQ_stripped.cif,9.3426714654,2.2367939697,0.089503452,0.0637527642,14.3542766494,6.8024449974,0.1967867402,0.0572141464,4.176813596583973,0.1255918019205351,5.800351743617368,0.7634543307491694,0.01305871695854072,0.1340618657305136,0.6208450939432696,HIGH,7.50509,0.8753559046098036,8.78838,0.9439088270758705,0.73171,2021.69,2762.97,0.69804,0.953984,-0.020458909121880985,1.1598e-05,-4.9356168955878035,2.96e-05,-4.528708288941061,6.96e-05,-4.157390760389438,2.99e-06,-5.52432881167557,0.000827167,-3.0824068001734672,0.000451033,-3.3457916816395623,0.000389799,-3.4091592793667784,2095417.757,6.321270619890929,2918646.104,6.465181438462621,5922148.563,6.772479297899926,-15.64089682,-19.90606758,-21.83312915,-11.89237144,3
1788,SORZAC_stripped.cif,7.0767907277,0.0981179469,0.0593083567,0.0222716139,7.6239308567,3.5602364631,0.1699432513,0.035981077,72.12534456018055,16.3827553822385,13.14929922832874,1.118902608386274,0.09864688070835287,0.7067477139761962,1.858087900898314,HIGH,4.26315,0.6297306136760356,5.0176,0.7004960366683256,1.4735,1925.47,1306.73,0.63682,0.43218,-0.3643353348396666,7.71e-06,-5.112945621949043,0.00103016,-2.987095317313657,0.00292339,-2.534113242956089,5.33436,0.7270823215783988,0.000560314,-3.251568526119283,9.15e-05,-4.0385789059335515,0.000106138,-3.9741291002109422,1899668.468,6.2786778140678665,41482287.29,7.617862694921407,136478726.7,8.135064962022867,-16.7878841,-36.82739716,-36.88084696,-64.8433664,2
1789,SOTWOP_stripped.cif,9.6663341876,0.2424782815,0.1145329632,0.01639549,10.5197327668,3.3990691525,0.1062860092,0.0558276108,39.86474222682084,2.736579578611953,15.47182778633285,1.1895416227251212,0.02981284573516424,0.3415472775896188,1.600588960205841,HIGH,5.18863,0.715052702360467,6.21172,0.7932118712040462,1.16378,1873.36,1609.72,0.6597,0.566858,-0.24652571983732716,5.65e-06,-5.247951552180561,0.00425372,-2.3712311008124787,0.00202885,-2.6927500606947934,76694500.0,7.884764220464025,0.000743093,-3.1289568297666204,1.97e-05,-4.705533773838407,3.36e-05,-4.473660722610156,1458599.867,6.163936169626562,29107851.85,7.464010155829899,23716650.23,7.375053348715843,-14.70491718,-43.16574965,-37.80111882,-107.6440345,3
1790,SOTWUV_stripped.cif,9.2486756321,0.2542694005,0.1446588989,0.0135670359,10.2331459943,3.3882768575,0.1692168594,0.0364835287,36.37352986208028,2.022448278234091,14.43519835023823,1.1594227557832175,0.02414772859555414,0.3175776923748113,1.560785449122793,HIGH,5.1287,0.7100072960329864,6.18227,0.7911479682053714,1.20466,1860.57,1544.49,0.65662,0.545069,-0.2635485171316861,5.8e-06,-5.236572006437063,0.00272248,-2.565035301993323,0.00119197,-2.923734674963579,2096040.0,6.321399566295237,0.000600635,-3.221389364338196,3.05e-05,-4.515700160653214,3.97e-05,-4.401209493236885,1252504.153,6.097779174556843,29840403.23,7.474804687412586,17034010.85,7.231316919538221,-14.92639526,-42.14104358,-36.14353917,-106.4709536,3
1791,SOTXAC_stripped.cif,8.55097772,0.2733288205,0.1725048967,0.0312825045,9.5255281346,3.3899048725,0.1162622235,0.038330687,31.28458134915195,3.635720420489253,12.78653648650095,1.1067529222344832,0.05047129442901288,0.5027917003691613,1.495330347615612,HIGH,5.13315,0.7103839553226097,6.11849,0.7866442545667175,1.25484,1832.5,1460.34,0.65226,0.519794,-0.2841687378821986,6.16e-06,-5.210419287835575,0.00132695,-2.8771454412148407,0.00077358,-3.111494766952354,113919.0,5.056596164000049,0.000709241,-3.149206166529835,4.97e-05,-4.303643611266668,6.24e-05,-4.204815410317576,1637079.083,6.214069659546904,24711494.99,7.3928990200385645,18081083.92,7.2572244618896,-15.2247293,-39.78344711,-34.37702763,-95.16187741,3
1792,SOWCOY01_stripped.cif,7.2814385379,1.0907147091,0.0826697242,0.0699140665,9.0685755464,6.0015372847,0.1388538806,0.0796938386,6.67584151671362,0.4345774887227651,6.003589894604023,0.7784110179160756,0.02827128307931727,0.2168468296734124,0.8245060180560813,HIGH,3.95878,0.597561367516082,4.93273,0.6930873443858715,1.06916,1277.57,1194.93,0.61448,0.57473,-0.24053613278728925,2.36e-05,-4.627087997029894,9.97e-05,-4.001304841688344,0.000231426,-3.635587850992678,3.07e-06,-5.512861624522814,0.00026332,-3.579516153579959,0.000303809,-3.517399364796992,0.000154124,-3.8121297282122106,1986384.153,6.298063241840453,9668929.851,6.98537840939591,11383650.11,7.0562815387249005,-20.11552268,-25.23080031,-26.64699866,-13.7429365,3
1793,SOZHOG_stripped.cif,8.4187495576,1.2766379683,0.111332616,0.053032009,10.4859482363,7.227764128,0.0903778216,0.0786691104,6.594469040279757,0.2874829919743493,6.896469862318336,0.8386268426746329,0.01893287788491917,0.1836388917650282,0.8191798336716846,HIGH,4.5721,0.6601157206237793,5.98483,0.7770518187172848,0.945356,1674.56,1771.36,0.63406,0.67071,-0.1734652184656059,2.97e-05,-4.527243550682788,0.000113844,-3.943689853371693,0.00027008,-3.568507575054439,4.51e-06,-5.345823458122039,0.000577365,-3.238549546689417,0.000369243,-3.4326877291647993,0.00037607,-3.424731309901488,4835712.902,6.6844605087358,11862399.59,7.074172549338954,28662380.31,7.4573122541901515,-19.12104969,-24.31368901,-25.55072725,-14.46176039,3
1794,SOZSIL_stripped.cif,10.4304601117,0.4323303359,0.1013278904,0.0296196734,11.5012153522,6.8167642529,0.0907587994,0.02918671,24.12613514614116,1.669455801748942,14.41998339656922,1.158964760329144,0.03005186856863397,0.3433330861784085,1.382487756258625,HIGH,3.97301,0.5991196581687164,8.73761,0.9413926562321125,0.99936,1456.4,1457.33,0.63452,0.634926,-0.197276888352752,2.1e-05,-4.6777807052660805,0.0210699,-1.6763375255950916,0.163396,-0.7867585793775986,35559200.0,7.5509519817837285,0.000693462,-3.158977332200604,1.59e-05,-4.798602875679548,9.15e-06,-5.0385789059335515,4344663.887,6.6379561840833246,100206414.3,8.00089552198967,445819613.4,8.64915917092757,-17.948482,-47.24671814,-50.27380202,-104.1779318,3
1795,SUKYIH_stripped.cif,9.2828052103,2.7763350839,0.0916753271,0.0275578893,18.1728157205,6.5106220342,0.0712273463,0.0412353107,3.343546412726294,0.04681648382353212,4.86611477689083,0.6871823484054169,0.006081010423328989,0.07413457220798811,0.5242073561439698,LOW,7.09331,0.850848940300729,9.64677,0.9843819241216949,0.59954,2293.82,3825.97,0.772,1.28765,0.10979783218140263,1.27e-05,-4.896196279044043,3.38e-05,-4.471083299722345,8.17e-05,-4.087777943467585,2.3e-05,-4.638272163982407,0.000732444,-3.1352255742785506,0.000196743,-3.7061007106357566,0.000281327,-3.550788584975568,1671209.619,6.22303092665308,1188668.001,6.075060571635051,4115193.997,6.614390313385638,-15.9756896,-20.52571926,-23.05752942,-25.40345192,3
1796,SUKYON_stripped.cif,15.1527293048,3.6070743447,0.0671061838,0.0212001915,24.219783961,9.5621361291,0.1731470009,0.0553470265,4.200836427744949,0.03091447773361341,9.445238208504053,0.9752129152842479,0.003196027105924821,0.0639925417452578,0.6233357712997646,HIGH,7.28084,0.8621814873240041,10.7704,1.032231832784229,0.52652,2696.66,5121.66,0.77132,1.46494,0.1658198375211638,1.27e-05,-4.896196279044043,3.09e-05,-4.510041520575165,5.94e-05,-4.2262135550188065,2.18e-05,-4.661543506395395,0.001454288,-2.837349579429406,0.000685613,-3.1639209562908985,0.000649243,-3.187592724144192,2905315.447,6.463193293164865,3329591.152,6.522390908782172,6063388.332,6.782715383680124,-13.60940666,-17.36858634,-18.70146627,-26.3337817,3
1797,SUPLOF_stripped.cif,8.7047211211,1.8680955686,0.1009388444,0.0336912975,12.660988799,5.8909136741,0.1253353936,0.0274575432,4.659676553712692,0.09990951249433598,5.817850602028001,0.764762564702737,0.009311837305823753,0.1054584894556728,0.6683557716657567,HIGH,5.81327,0.7644204944318717,9.82599,0.9923763178135567,0.800346,1891.05,2362.79,0.67404,0.842186,-0.07459198230934497,1.01e-05,-4.995678626217358,2.47e-05,-4.607303046740334,6.53e-05,-4.185086818724926,5.41e-06,-5.266802734893431,0.000878752,-3.0561336735363014,0.000367519,-3.4347202038400395,0.00046647,-3.331176281721144,2121149.391,6.3265712566364005,2164995.405,6.335456978940996,7273967.398,6.861771350210523,-14.8942704,-18.74933276,-20.99213212,-15.39614816,3
1798,SURMEZ_stripped.cif,2.528296196,0.2564391309,0.0644295756,0.017188437,2.8784980466,2.1045112958,0.0253764668,0.0182025472,9.859244909802493,0.7069889855040704,2.512731132087765,0.40014602058715076,0.03114248788621954,0.1014879250442337,0.9938436548942088,LOW,4.14307,0.6173222710624531,5.21569,0.717311770743364,1.40047,324.178,231.478,0.47118,0.336445,-0.4730859214809672,9.4e-05,-4.026872146400302,0.000713518,-3.146595066414689,0.219533,-0.6585001877649875,6.14145,0.7882709204332603,1.17e-05,-4.931814138253839,1.11e-05,-4.954677021213342,4.07e-05,-4.39040559077478,461496.9906,5.6641688733574345,3297079.808,6.518129459655898,3734918402.0,9.5722811180796,-29.4759792,-37.02662041,-53.32640948,-64.85003381,3
1799,SUWCIY_stripped.cif,1.8403261788,0.3594978225,0.0619876574,0.0414517775,2.4660206039,1.5831068752,0.0328355292,0.0119064277,5.119158068892059,0.6149323385614319,1.305156638875435,0.11566263682136674,0.05216907112205901,0.1055943894600967,0.7091985398623593,LOW,5.46816,0.7378412136683684,6.01068,0.7789236073674625,1.45362,601.064,413.495,0.43852,0.301675,-0.5204606785950262,9.37e-06,-5.028260409112222,2.81e-05,-4.55129368009492,9.12e-05,-4.0400051616715835,2.56e-06,-5.591760034688151,0.000405137,-3.392398092135975,0.000304801,-3.515983612484112,0.000339705,-3.4688980608531725,1646748.389,6.216627247247146,3717628.759,6.5702660191186215,13449767.97,7.128714792128921,-19.49295549,-24.11059015,-26.03226909,-21.0649852,3
1800,SUWROT_stripped.cif,6.873952235,1.0813588463,0.1050534831,0.0262869601,8.8300607354,5.1836755824,0.0872700124,0.0265984146,6.356772553828971,0.1825292638906286,5.52141052081064,0.7420500384451054,0.01247039302134756,0.1202851983917578,0.8032366725938764,HIGH,5.15548,0.7122691064084072,6.56089,0.816962756429227,0.972386,1376.76,1415.86,0.59482,0.611712,-0.21345299983133767,2.67e-05,-4.573488738635425,8.4e-05,-4.075720713938118,0.000247592,-3.606263392010502,3.44e-06,-5.46344155742847,0.000377677,-3.4228794622924874,0.000359134,-3.4447434773206065,0.000200055,-3.6988505897722455,2921908.686,6.465666639460705,8758320.155,6.942420816513624,14377367.58,7.157679376301748,-19.27980581,-23.85344045,-25.82017909,-13.93524985,3
1801,TABPEU_stripped.cif,5.9151877762,1.2418069142,0.1086614885,0.0265897562,8.0577984832,5.1502876825,0.0436094004,0.0564574892,4.763371590671725,0.1343856710711097,4.009991339822268,0.6031434346971244,0.01225244646194359,0.1033390896579282,0.677914462150573,LOW,5.95944,0.7752054516301163,6.92785,0.8405984758803176,0.95198,1425.15,1497.04,0.59038,0.62016,-0.20749624896534746,2.91e-05,-4.536107011014093,8.24e-05,-4.084072788302884,0.000359617,-3.444159786261159,4.36e-06,-5.360513510731414,0.000308219,-3.5111405929348667,0.000226614,-3.6447132633387707,0.000162475,-3.7892134543608913,2544892.579,6.405669455304552,5303717.165,6.724580356091485,16603887.05,7.2202097703744785,-20.54912149,-25.2107772,-28.86647213,-16.66169857,3
1802,TABPIY_stripped.cif,7.359945604,1.1650038301,0.062259947,0.0301996526,9.481611124,5.3134479513,0.1428665533,0.0416435094,6.317529104919978,0.1722646182900527,5.891984223703308,0.7702615753111617,0.01184222057517335,0.1004029987912304,0.8005472513955971,HIGH,5.42408,0.734326086335101,7.02428,0.8466018149753893,0.924039,1262.22,1365.99,0.60072,0.650102,-0.18701849787741284,1.61e-05,-4.79317412396815,5.35e-05,-4.2716462179787715,0.000133797,-3.8735536242218,4.06e-06,-5.391473966422806,0.00025872,-3.587169997437674,0.000205567,-3.687046602070673,0.000128022,-3.89271539240207,1149055.545,6.060341022860558,3030875.914,6.481568156437497,4724736.078,6.674377553994593,-18.04991764,-23.74427049,-24.85354521,-16.12767396,2
1803,TABPUK_stripped.cif,7.38668223,1.4912013106,0.1060302981,0.0660025464,9.7798014981,6.6127635,0.105253177,0.1014453829,4.953511090348957,0.2304905211276792,5.133102540162114,0.7103799399244641,0.02020804226153538,0.1664652004707601,0.6949131396656972,HIGH,5.19351,0.7154609721830216,7.11017,0.851879984580582,0.910136,1476.59,1622.38,0.60712,0.667065,-0.17583184559480008,2.33e-05,-4.632644078973981,7.65e-05,-4.116338564846382,0.000245427,-3.6100776612260153,4.91e-06,-5.308918507877031,0.000296683,-3.5277073381378674,0.000317022,-3.4989105985170315,0.000203967,-3.6904400917761153,1879599.046,6.27406521592261,6586743.259,6.818670735648494,13600182.93,7.133544749911047,-19.47032,-25.47352139,-27.48557048,-16.52769278,2
1804,TABQAR_stripped.cif,7.3898140859,1.1996837296,0.0633473184,0.0232163036,9.7326861907,5.2721384949,0.0879694532,0.0358848862,6.159801874085532,0.1303761195594871,5.834751443591532,0.7660223601284611,0.009192118586614404,0.0843558741423168,0.7895667435970308,HIGH,5.26724,0.7215831072887516,6.56178,0.8170216654911003,0.910101,1333.72,1465.47,0.60532,0.665113,-0.17710456355798748,1.77e-05,-4.752026733638194,5.67e-05,-4.246416941107094,0.00014456,-3.8399518604471243,4.08e-06,-5.38933983691012,0.000236599,-3.6259870952761344,0.000238173,-3.6231074729776354,0.000136478,-3.864937350444783,1138209.219,6.056222098883108,3671833.801,6.564883015409895,5359890.188,6.729155892074453,-18.03722441,-23.3720926,-24.61973315,-15.58033002,2
