MOF Name,PLD,LCD,Density (g/cc),VSA (m2/cc),GSA (m2/g),VF,PV (cc/g),K0_CH4,K0_CO2,K0_H2S,K0_H2O,DC_CH4,DC_CO2,DC_H2S,P_CH4,P_CO2,P_H2S,Qst_CH4,Qst_CO2,Qst_H2S,Qst_H2O
HIPZEN_stripped.cif,4.28098,6.15922,1.38424,796.301,575.263,0.50222,0.362814,6.14E-05,0.0828203,0.178227,3454940,8.99E-06,8.21E-06,2.42E-05,228230.2292,281023234.7,1784412544,-25.91178561,-54.89233844,-53.98158986,-102.6307204
HIPZIR_stripped.cif,3.8944,6.41531,1.4291,646.755,452.562,0.5099,0.356798,5.77E-05,0.00882766,0.979959,6315690,4.10E-05,1.42E-05,2.01E-05,1008429.816,53581713.45,8421815366,-25.84779056,-45.39350921,-59.68234532,-104.9834708
HIQNEC_stripped.cif,3.89967,6.67543,1.21851,741.708,608.701,0.49416,0.405545,1.07E-05,0.000418576,0.00108001,9.58732,0.000131921,4.84E-05,2.26E-05,512921.449,7362811.791,8890396.222,-19.85149528,-35.8855816,-35.81264798,-72.94166187
HIQNOM_stripped.cif,3.98632,5.82726,1.22683,834.697,680.371,0.53266,0.434177,0.000057055,0.0304952,0.0815512,311.093,6.90E-05,3.89E-06,3.58E-05,1441866.746,43394519.11,1068948105,-23.04642334,-54.934949,-46.09452567,-74.44977812
HIQVUZ_stripped.cif,5.58002,7.34415,1.11948,1299.81,1161.08,0.61414,0.548593,1.70E-05,0.000621719,0.000471104,6.99737,0.000297969,4.08E-05,8.92E-05,1694410.596,8476445.832,14049815.63,-17.85059113,-36.63719173,-31.66750979,-67.27421902
HIQVUZ01_stripped.cif,5.39571,7.31555,1.10559,1262.01,1141.48,0.6196,0.560423,1.66E-05,0.000533212,0.000446635,4.03258,0.000336021,2.14E-05,8.22E-05,1845561.659,3759992.731,12122954.85,-17.63593853,-36.28891723,-31.63668866,-66.6702448
HISBAM_stripped.cif,3.86904,4.3265,0.985709,798.286,809.86,0.59416,0.602774,1.56E-05,0.00181902,0.00422818,28.3692,0.000358654,7.87E-05,2.83E-05,1648172.684,42140455.8,35199376.77,-19.52055709,-39.47104324,-39.23149733,-72.24257732
HISFUM_stripped.cif,3.81351,4.53437,1.47925,332.672,224.893,0.33276,0.224952,0.000157495,0.00100703,0.00432926,3.49E-06,0.000273064,0.000341134,0.000115921,18990144.01,151692745.8,221602025.3,-29.17928613,-35.68902383,-37.9929203,-17.76933169
HISGIB_stripped.cif,4.81928,6.02888,1.52052,745.737,490.448,0.45358,0.298305,1.81E-05,5.39E-05,0.00019666,2.01E-06,0.000423275,0.000232731,0.000209899,3483213.463,5697915.597,18735842.87,-20.55524323,-24.74971656,-27.45932608,-15.9891963
HISJIE_stripped.cif,5.58281,6.27768,1.41351,513.445,363.241,0.43154,0.305297,4.91E-06,0.00145405,0.000501303,1025.18,0.000262921,9.65E-06,2.64E-05,545169.5713,5921242.578,5583981.109,-17.61751987,-44.19731781,-37.41167037,-83.78646304
HISLEB_stripped.cif,4.64541,6.52001,0.729547,2838.98,3891.43,0.77496,1.06225,1.50E-06,3.03E-05,7.25E-05,1.69253,0.000942553,0.000341542,9.29E-05,307310.1413,2251213.105,1465825.531,-8.893940089,-22.87928013,-23.74560802,-60.49340693
HITQOR_stripped.cif,4.22997,5.3923,1.5578,594.92,381.896,0.46406,0.297894,1.83E-05,0.000487,0.00104105,0.120236,0.000398094,7.70E-05,8.61E-05,3381465.829,17448131.64,41692315.12,-22.27227973,-36.19902013,-37.07413563,-57.58965137
HIVGEZ_stripped.cif,3.80888,5.95771,0.908766,1366.04,1503.18,0.60422,0.66488,2.29E-05,0.000458439,0.000890321,339.679,0.000192956,5.76E-05,3.66E-05,1198869.775,7163037.667,8838269.275,-20.32622548,-36.62241157,-35.20566125,-80.47806469
HIVGOJ_stripped.cif,5.15725,8.28505,0.926482,1202.26,1297.66,0.60268,0.650504,3.15E-05,0.000132662,0.000649623,0.0621075,9.52E-05,7.74E-05,3.26E-05,830316.495,2839232.978,5862408.975,-22.64352547,-29.63606931,-33.27879595,-59.59351725
HIXXOC_stripped.cif,4.15175,4.44626,1.4066,384.052,273.035,0.47154,0.335233,9.12E-06,5.56E-05,0.000352818,0.000716764,0.000626502,8.34E-05,0.000225407,2400348.701,1946698.624,33392139.77,-21.42433361,-30.97793495,-33.47191612,-46.55916938
HIYGIH_stripped.cif,6.68763,17.08856,0.730611,1955.55,2676.6,0.74806,1.02388,1.13E-05,3.97E-05,7.82E-05,6.90E-05,0.000966145,0.000376214,0.000386783,2377602.169,3258237.184,6600295.573,-15.74964992,-21.73658391,-22.67906359,-30.80014499
HIZQEN_stripped.cif,3.90242,5.11247,1.50181,796.865,530.605,0.55168,0.367345,0.000017121,0.00324374,0.00176143,5.74695,0.000147682,2.28E-05,4.64E-05,1133511.248,33166448.33,36649770.97,-20.68118224,-42.32919536,-37.59323368,-67.50717023
HIZQEN01_stripped.cif,3.87591,5.09985,1.50728,785.581,521.193,0.5486,0.363968,1.72E-05,0.00334118,0.00172129,6.43519,0.000178726,3.00E-05,2.89E-05,1383096.66,45163199.94,22394487.95,-20.72988795,-42.456728,-37.46432699,-67.47793138
HIZQIR_stripped.cif,3.91351,6.40124,1.31725,1300.93,987.615,0.602,0.457014,6.06E-06,0.000763074,0.00138723,22.1803,0.000327065,0.000166092,2.52E-05,779766.4535,49835615.66,13724894.89,-16.38536153,-35.82703134,-36.34095498,-66.34285899
HIZQIR01_stripped.cif,4.04323,6.43687,1.29721,1399.57,1078.91,0.60884,0.469346,6.61E-06,0.000746855,0.00121689,27.1276,0.000414969,0.000164933,2.15E-05,1061618.048,47698952.74,10135634.13,-16.60479071,-35.56278544,-35.57687608,-65.66388527
HIZQIR02_stripped.cif,4.0487,6.44071,1.30178,1393.88,1070.75,0.61318,0.471031,6.73E-06,0.000774943,0.00122652,25.8794,0.000397154,0.000159776,2.38E-05,1038019.681,48114284.31,11338780.59,-16.65669329,-35.59975294,-35.55393339,-65.91318408
HOCCOS_stripped.cif,5.75928,8.52029,0.731878,2028.87,2772.14,0.69502,0.949639,5.40E-06,0.000451034,0.00414468,580.894,0.000721814,8.90E-05,4.83E-05,851823.1385,8766473.865,43729302.85,-12.9773775,-35.63013326,-42.00235797,-76.28698994
HOCMIV_stripped.cif,6.28977,6.96945,0.459833,2426.64,5277.22,0.75636,1.64486,1.53E-06,2.22E-05,1.47E-05,0.00183069,0.001417086,0.000267245,0.000320615,297243.2255,812770.2364,646215.1553,-6.773780561,-20.00383849,-17.10032503,-35.54012593
HOGLEV01_stripped.cif,5.60473,9.50106,0.873265,1955.26,2239.03,0.7059,0.808346,2.30E-05,9.38E-05,0.000226907,3.50E-05,0.000281522,0.000140979,0.000110334,1685339.831,3448530.304,6526170.775,-19.73447824,-25.4588095,-26.95323495,-25.44890876
HOGSIG_stripped.cif,3.95106,5.41085,1.19815,775.139,646.944,0.53522,0.446704,1.65E-05,0.000100293,0.000165595,4.89586,0.000108488,4.77E-05,6.32E-05,639349.3037,1709238.435,3741717.535,-20.31602273,-35.06583536,-26.63500329,-75.14234774
HOGTOM_stripped.cif,5.1157,7.70572,2.5856,777.788,300.816,0.46592,0.180198,2.25E-06,3.84E-06,1.13E-05,4.23E-07,0.000274713,0.000112375,0.000138537,477368.8604,333380.8565,1210856.302,-15.04183775,-17.43742864,-19.75588737,-10.49611535
HOHMIB_stripped.cif,11.41854,13.18944,0.53853,2080.76,3863.77,0.7779,1.44449,1.05E-05,2.23E-05,0.000052333,2.82E-06,0.000868717,0.000529847,0.000482417,1466458.379,1903299.896,4058476.836,-14.35384434,-18.08812785,-20.0452887,-9.540497635
HOKLOK_stripped.cif,4.05978,5.60027,1.31362,636.612,484.624,0.50048,0.380993,3.20E-05,0.000135807,0.000608931,9.61E-06,0.000225782,0.00017456,0.000119146,2835623.591,9295909.379,28449462.7,-23.21556732,-28.52599184,-32.05796475,-21.83679766
HOLQAC01_stripped.cif,6.6168,14.94533,0.724529,1891.29,2610.37,0.76478,1.05555,3.52E-06,2.12E-05,2.66E-05,0.00457011,0.00080777,0.000147732,0.000140299,614082.2297,676945.3294,808433.6969,-10.83403455,-23.0529202,-20.95172708,-48.31495271
HOLQOQ_stripped.cif,6.64451,14.93193,0.725367,1887.43,2602.03,0.76218,1.05075,3.53E-06,2.89E-05,3.04E-05,0.0751672,0.000774171,8.46E-05,0.000157958,591135.9525,529037.9946,1039253.886,-10.84801715,-25.2398347,-21.87581035,-55.66473582
HOLQUW_stripped.cif,7.96563,14.90065,0.59591,2140.44,3591.88,0.81394,1.36588,3.17E-06,1.32E-05,1.23E-05,0.00212444,0.001391389,0.000291599,0.000398266,783920.8333,684117.3543,870768.7599,-9.146720634,-19.65225267,-16.02833793,-46.59725757
HOLRAD_stripped.cif,7.83508,14.85767,0.598797,2170.71,3625.13,0.81322,1.35809,3.19E-06,1.20E-05,1.18E-05,0.00102052,0.001331549,0.000327654,0.000409649,759043.822,703157.1602,862945.4824,-9.19000547,-18.83925289,-15.71028461,-44.5547449
HOMQAD_stripped.cif,4.33916,5.78638,1.18808,913.047,768.509,0.51362,0.432313,7.25E-05,0.0017669,0.00491595,3.91723,0.000516538,8.89E-05,0.000113714,13281670.78,55715705.67,198253370.4,-23.04637464,-39.05268424,-38.4950036,-66.71993292
HOMQEH_stripped.cif,4.75699,5.81624,1.23229,980.925,796.018,0.54116,0.43915,4.11E-05,0.00322592,0.00342663,11.1197,0.000565473,9.24E-05,6.07E-05,8540579.379,109597231.7,76471177.69,-21.2184294,-40.15733305,-37.45818509,-67.4948088
HOMTIM_stripped.cif,5.23893,6.10182,0.499217,3269.65,6549.55,0.7959,1.5943,5.64E-06,0.000174048,0.000118927,48.329,0.002572524,0.00022827,0.000585567,2160560.947,5920561.585,10377708.68,-10.67799469,-27.1774908,-23.05941516,-66.66186631
HOMTIM01_stripped.cif,5.21361,6.00275,0.511526,3260.18,6373.44,0.7897,1.54381,5.82E-06,0.000180192,0.000113807,1135.72,0.00222524,0.000298178,0.000585164,1978364.264,8204163.809,10168800.93,-10.94299824,-27.4302797,-22.7272697,-68.39021413
HOMTOS_stripped.cif,5.45496,6.22054,0.50462,3294.92,6529.52,0.80864,1.60247,5.71E-06,0.000111355,8.41E-05,9.28456,0.002002091,0.000297906,0.00078215,1721247.821,4996986.917,9906659.043,-10.78652409,-25.29281188,-21.39252745,-60.29712413
HONCEU_stripped.cif,4.29968,4.82343,1.70974,353.139,206.545,0.39296,0.229836,0.000104411,0.000405104,0.00241992,2.35E-06,0.000292424,0.000242386,0.000148621,15582750.79,50114051.14,183554844.7,-27.87592965,-32.94804223,-36.19644911,-16.99508997
HONCIY_stripped.cif,4.3185,4.82795,1.68649,350.85,208.036,0.40314,0.239041,0.000098142,0.000373306,0.00219104,2.23E-06,0.000305198,0.000214076,0.000143371,15079083.81,40232095.36,158143363.2,-27.7267281,-32.77638203,-35.96458573,-16.77248259
HONDEV_stripped.cif,4.09081,5.70839,1.16663,209.207,179.325,0.50656,0.434207,0.000072422,0.0284257,0.0134729,17370.3,5.94E-05,6.10E-06,4.23E-06,1497906.841,60385853.22,19854511.58,-25.42962781,-50.93093995,-47.31001311,-90.96557473
HONRIM_stripped.cif,4.00263,4.37092,1.2267,319.462,260.424,0.48614,0.396299,1.18E-05,0.0026503,0.00125913,1.15076,0.000718481,0.000165893,0.000114486,3105704.956,160996816.9,52785674.55,-21.74566389,-41.90481647,-37.38073768,-62.10384089
HONXIT_stripped.cif,4.90211,5.51906,1.14925,1535.32,1335.94,0.62812,0.54655,7.37E-06,0.000383058,0.000683784,30.3006,0.000522762,9.24E-05,8.55E-05,1322535.753,12139041.38,20061174.42,-15.57505556,-33.54868101,-32.66921167,-71.21470278
HONXOZ_stripped.cif,4.74172,5.59928,1.16306,1729.18,1486.75,0.64898,0.557994,8.96E-06,0.000119575,0.00022729,0.00379451,0.000941671,0.000212673,0.000330794,2929064.478,8828980.366,26103265.36,-16.22407254,-28.32819198,-27.38293456,-42.98499422
HOPXOA_stripped.cif,3.92918,4.87849,1.32602,473.914,357.396,0.43996,0.33179,3.85E-05,0.000146794,0.000683056,2.80E-06,0.000214689,0.000275176,0.000170137,3269537.128,15989117.14,46000373.15,-24.21763789,-29.32446346,-32.31235629,-17.35850925
HOPZAO_stripped.cif,5.19314,6.82969,1.89644,687.981,362.775,0.46516,0.24528,9.01E-06,1.85E-05,0.000245057,4.21E-05,0.000776476,0.000382939,0.00020421,3962464.644,4000691.255,28329453.15,-19.03187548,-23.36643653,-32.89720906,-32.19078534
HOQMIL_stripped.cif,5.00317,5.74994,1.13423,956.069,842.921,0.5022,0.442766,0.000045061,0.000133563,0.000548656,3.42E-06,0.000224733,9.33E-05,0.000151619,3428651.353,4217276.25,28165094.44,-21.69995461,-26.11178151,-28.77277745,-15.19910563
HOQMIL01_stripped.cif,4.83187,5.56977,1.16042,895.852,772.009,0.48718,0.419832,4.77E-05,0.000148371,0.000613853,3.45E-06,0.0002462,8.83E-05,0.00010781,4067177.939,4537517.39,22924173.37,-22.1274657,-26.7358248,-29.30920862,-15.51689087
HOQMIL02_stripped.cif,4.88733,5.63983,1.14617,916.192,799.351,0.49684,0.433479,4.52E-05,0.000139358,0.000564986,3.44E-06,0.000180798,8.87E-05,0.000113315,2794418.504,4230653.609,21904202.52,-21.87176125,-26.45670799,-29.00287713,-15.40508379
HOQMIL03_stripped.cif,4.87769,5.60791,1.15397,908.305,787.112,0.49028,0.424863,4.72E-05,0.000149147,0.000604536,3.51E-06,0.000222574,7.96E-05,0.000145419,3621162.618,4091799.42,30282599.93,-22.03510336,-26.69973356,-29.1959408,-15.49202008
HOQMIL04_stripped.cif,4.91476,5.69131,1.1407,920.142,806.647,0.49118,0.430595,4.28E-05,0.0001293,0.000525026,3.32E-06,0.000236258,8.02E-05,9.15E-05,3443116.053,3531818.89,16366710.7,-21.6880513,-26.17546384,-28.73379119,-15.27577703
HOQMOR_stripped.cif,4.76089,5.28158,1.18541,841.433,709.823,0.47818,0.403387,5.37E-05,0.000178866,0.000783939,3.93E-06,0.000170178,6.86E-05,9.59E-05,3233965.82,4341125.206,26610657.38,-22.8315527,-27.65935496,-30.39298146,-16.41225704
HOSVER_stripped.cif,4.72648,6.44648,1.14814,1378.46,1200.61,0.59302,0.516504,1.12E-05,0.000140821,0.000337728,0.0229617,0.0007773,0.000189715,0.000139261,2980728.923,9156286.096,16119330.82,-17.01464064,-29.35673312,-30.54041363,-51.77846362
HOTNAG_stripped.cif,3.9372,5.00305,1.30593,294.004,225.131,0.42392,0.324613,0.000007786,0.000207829,0.000283418,0.708746,0.000300868,5.14E-05,0.000139702,913200.619,4161376.184,15434929.52,-20.81714974,-38.20752546,-33.32607144,-67.80933197
HOTVUI_stripped.cif,4.83682,5.42312,0.724376,2377.17,3281.67,0.7155,0.987747,4.57E-06,0.000601794,0.000276385,1729.46,0.00119778,9.75E-05,0.000135855,1183516.651,12685346.54,8119099.879,-12.10719327,-32.80090172,-27.93488874,-72.90425347
HOTVUI01_stripped.cif,4.71066,5.22912,0.731876,2138.66,2922.16,0.7096,0.969563,4.23E-06,0.000808454,0.000331283,156.856,0.000795482,8.48E-05,0.00011383,735738.5161,14977007.12,8238534.327,-12.44844056,-33.77941263,-28.94670801,-72.83117982
HOVFAA_stripped.cif,4.30842,5.13148,1.4507,406.699,280.347,0.45186,0.311478,1.96E-05,7.13E-05,0.00053158,0.222659,0.000191622,0.000102224,8.16E-05,1624423.837,3157829.021,18791157.87,-23.13049985,-28.93521176,-33.91912448,-63.81132427
HOVGIK_stripped.cif,4.23353,5.93161,1.12874,990.104,877.178,0.53918,0.477684,0.000043072,0.000203114,0.000584565,4.07E-06,0.000231539,0.000145268,0.000121602,3360220.215,9941664.799,23950888.19,-22.24895854,-28.68853457,-29.88113966,-15.63740404
HOWPOA_stripped.cif,5.14202,5.49199,1.27842,1229.39,961.648,0.62758,0.490901,7.50E-06,3.38E-05,0.000339134,0.00758861,0.000392864,0.000328577,0.001055591,1124829.905,4234096.509,136614126.6,-17.39622256,-22.69553822,-30.53215146,-45.0296751
HOWPOZ_stripped.cif,5.98521,7.21948,1.27988,1304.92,1019.56,0.5786,0.452072,1.16E-05,0.00104763,0.000440574,20.9933,0.000440258,4.36E-06,6.12E-05,1952930.322,1744883.289,10297386.12,-17.18102223,-41.52278538,-33.81602386,-72.90960079
HOWQAM_stripped.cif,5.31938,6.82052,1.01498,1974.64,1945.49,0.6548,0.645134,1.66E-05,0.000311548,0.000220018,2.72064,0.000862611,0.000129981,0.000402301,4334490.544,12269192.81,26817716.33,-17.1517509,-34.34307817,-26.43882233,-64.04641193
HOWRES_stripped.cif,5.11536,5.94435,0.85888,1338.27,1558.15,0.62366,0.726132,9.97E-06,0.00541251,0.00177648,110865,0.000123944,3.98E-05,3.14E-05,316668.9373,55242682.02,14302674.92,-16.18149159,-44.27949824,-36.23868711,-95.1142132
HOWRUI_stripped.cif,4.73934,6.89711,1.13021,1482.51,1311.71,0.59558,0.526964,0.000013196,0.000063189,0.000232813,0.000263507,0.000377004,0.000225174,0.00022079,1678426.588,4800360.909,17342092.26,-17.98808652,-25.28078693,-28.18216643,-35.53422265
HOWSAP_stripped.cif,4.61596,6.71751,1.15559,1458.73,1262.33,0.58898,0.50968,1.43E-05,6.99E-05,0.000277285,0.000265024,0.000442557,0.000182951,0.000204667,2190057.775,4408509.143,19576408.2,-18.42636778,-25.80961033,-28.87541502,-35.90871154
HOWTIX_stripped.cif,4.39636,6.25494,0.864716,1619.56,1872.94,0.62964,0.728147,2.59E-05,7.96E-05,0.000287039,8.55E-06,0.000345374,0.000247322,0.000140253,2309643.742,5080249.437,10391550.42,-19.33532559,-24.23333398,-26.99031938,-19.64840536
HOXGEH_stripped.cif,5.56875,7.22423,1.76046,450.819,256.08,0.42796,0.243096,3.97E-06,0.000021023,6.77E-05,1.10E-05,0.000601203,0.000284443,0.000252182,1254815.49,3142466.778,8976725.473,-17.86303275,-25.08510279,-28.02372246,-30.17079801
HOXHUY_stripped.cif,3.80742,6.36082,3.07684,634.729,206.292,0.43226,0.140488,1.70E-06,1.10E-05,8.23E-05,0.000438089,0.000212375,0.000186928,9.90E-05,332274.7456,1896532.239,7481463.497,-17.55245202,-25.77630081,-33.37241395,-44.23082359
HOXKUB_stripped.cif,4.21794,6.32525,1.716,1049.5,611.599,0.54018,0.31479,1.95E-05,0.000206121,0.000269908,0.0450733,0.000292554,0.000122767,0.000187047,2917622.912,12962123.97,25860622.82,-20.06496952,-32.31226963,-28.07258535,-55.51424865
HOXQIU_stripped.cif,4.24874,5.07387,0.450668,1957.41,4343.35,0.73192,1.62408,8.79E-06,0.000125031,0.000287135,0.0557949,0.00038785,0.000186271,8.74E-05,458557.8086,3133109.702,3377606.274,-13.60202476,-25.30726814,-26.25062893,-46.95021003
HOYKUD_stripped.cif,4.00768,4.88126,1.04686,1208.59,1154.49,0.5981,0.571327,4.24E-05,0.000222022,0.000589276,6.35E-06,0.000701237,0.0002424,0.000362191,9291232.447,16817916.26,66696064.95,-21.88023023,-28.2007514,-29.46845862,-16.68961325
HOYQIX_stripped.cif,4.94551,11.66263,0.83111,2129.3,2562,0.6732,0.810001,0.000017316,4.33E-05,0.000172047,5.54E-06,0.00025742,0.000226084,0.000119435,1105870.522,2428475.12,5097925.648,-18.45116774,-22.43869605,-25.94521513,-15.31521894
HOYRAQ_stripped.cif,3.81519,4.56903,1.082,1053.56,973.718,0.59528,0.550169,0.000026983,0.000156974,0.000319132,4.14E-06,0.0001366,0.000190546,7.90E-05,1190487.614,9660709.34,8139248.432,-21.21762865,-27.4136661,-28.33308597,-15.61577837
HOYRIY_stripped.cif,5.73011,6.33252,1.22757,1240.75,1010.74,0.5225,0.425638,1.51E-05,0.000153066,0.000258519,0.00044568,0.000789221,0.000203172,0.000264893,4376972.341,11395792.19,25093647.76,-17.59586655,-28.24823874,-27.3671768,-36.36062147
HOYWUO_stripped.cif,4.07686,4.94089,1.10098,1039.67,944.31,0.56012,0.508747,9.78E-06,0.0359761,0.0686915,12891.7,0.000115532,1.02E-05,2.86E-05,371418.2086,120383147.6,645255760.7,-18.74054407,-51.03073424,-48.73329996,-84.14024763
HOYXEZ_stripped.cif,4.42949,5.24402,0.943977,1409.23,1492.86,0.60642,0.64241,1.15E-05,0.0622421,0.103685,149018,0.000171198,1.46E-05,6.38E-05,556414.0375,255502349.6,1863471214,-18.64534305,-53.13383461,-47.22754418,-88.74230624
HOZBAB_stripped.cif,3.9473,4.66438,1.17395,453.379,386.2,0.50742,0.432234,4.85E-06,0.019106,0.000186283,26.4856,0.000152327,7.47E-06,4.87E-05,258744.0097,49995357.5,3178395.831,-19.27477897,-59.29543706,-35.22916388,-76.14344084
HOZBUV_stripped.cif,7.59325,7.91812,1.47122,1020.48,693.63,0.52464,0.356602,3.80E-06,0.000327277,0.000796195,175.679,0.000760182,2.57E-05,2.34E-05,1267331.31,3694059.145,8193326.014,-15.46299671,-37.9490696,-39.52254383,-74.76724919
HOZFEJ_stripped.cif,8.2985,8.96888,1.10337,866.941,785.72,0.48892,0.443115,4.59E-06,0.000009313,3.80E-05,2.48E-06,0.000393465,0.000296157,0.000171854,594543.8496,908421.4077,2148341.782,-15.57011993,-18.67629495,-22.99142551,-15.94727445
HOZTOG_stripped.cif,6.38496,8.67552,1.38535,1644.14,1186.81,0.6392,0.461399,0.000003484,7.22E-06,0.000013626,1.03E-06,0.001818537,0.000805201,0.001055342,2620082.515,2403856.41,5946702.217,-12.70149769,-15.63645739,-16.66333273,-10.27027616
HUBWUY_stripped.cif,4.1655,5.72216,1.20093,744.316,619.785,0.473,0.393863,8.11E-06,2.65E-05,0.00012349,4.36E-06,0.000156724,0.000136482,9.53E-05,455473.2055,1296650.276,4219342.555,-18.95613447,-23.8828081,-28.58177774,-20.39433117
HUCGAO_stripped.cif,6.0136,8.36432,0.828261,1616.6,1951.8,0.63564,0.767439,1.03E-05,2.16E-05,7.43E-05,2.80E-06,0.000751611,0.000400858,0.000267072,1921275.339,2144945.712,4908926.568,-15.87043551,-19.6268654,-23.16052973,-13.35367632
HUDHET_stripped.cif,4.73748,7.64239,0.684183,2606.96,3810.32,0.75746,1.1071,5.18E-06,4.00E-05,5.47E-05,0.00751343,0.001088197,0.00039491,0.000473617,1151568.405,3229375.761,5293803.818,-12.07157019,-21.30102907,-20.41272617,-42.33365373
HUDMOK_stripped.cif,7.1369,10.65363,0.649476,2182.62,3360.58,0.76338,1.17538,1.10E-05,4.57E-05,0.00013905,4.58E-05,0.000478386,0.000137743,8.29E-05,1016305.612,1221619.37,2233878.202,-16.00227289,-24.66782662,-26.94175834,-30.93929929
HUDWOU_stripped.cif,13.35419,15.73009,0.623434,2016.38,3234.31,0.75038,1.20362,3.55E-05,0.000166969,0.000458524,0.000112728,0.000206138,0.000106566,0.000106051,1361654.422,3311302.021,9049428.287,-21.06885662,-27.09750692,-28.93193126,-32.19918778
HUDWUA_stripped.cif,3.92573,5.86312,1.18848,1178.93,991.968,0.56258,0.473361,2.56E-05,0.000229126,0.000677272,0.114962,0.00033839,0.000206473,0.000153976,3072310.885,16783576.74,36996608.15,-20.56171918,-30.0842348,-31.50153434,-62.42873809
HUFHIB_stripped.cif,7.46213,9.61582,1.46267,1031.97,705.54,0.56474,0.386102,3.72E-06,0.00213117,0.0164431,1.21222,0.00054931,3.67E-05,1.10E-05,891575.6123,34112445.75,79067508.3,-15.37947121,-44.74282702,-51.54644192,-63.12921425
HUFHOH_stripped.cif,7.84482,8.71601,1.20093,1557.74,1297.11,0.61934,0.515717,4.69E-06,0.00133374,0.00811146,15.3773,0.000563807,4.32E-05,3.94E-05,947774.0277,20673680.28,114448493.3,-15.39692326,-39.79221923,-45.06511571,-72.72706822
HUFHUN_stripped.cif,8.17453,10.40679,1.41068,983.898,697.464,0.53796,0.381348,4.26E-06,3.45E-05,0.000810196,0.0104116,0.000422238,0.000193615,4.50E-05,757998.1563,2811868.283,15336965.19,-15.87788499,-25.47338596,-40.49414379,-49.0340511
HUFJEZ_stripped.cif,6.86873,8.97011,1.43993,1037.59,720.588,0.55,0.381964,5.13E-06,0.000576547,0.112494,7611.71,0.000332641,3.00E-05,5.95E-06,733914.2278,7429643.694,287702891.3,-16.11260631,-41.37700409,-63.56772662,-91.17741873
HUFTIN_stripped.cif,4.21927,5.50816,1.1518,1825.55,1584.96,0.75782,0.657944,3.26E-07,2.33E-06,1.50E-06,0.02662,0.000363863,0.000159835,0.000138528,40779.09342,127901.1036,71569.24859,-8.003092097,-16.91641303,-13.824333,-51.33379811
HUHBET_stripped.cif,4.03539,5.15548,1.36454,669.142,490.378,0.45528,0.333651,4.57E-06,4.85E-05,8.04E-05,0.000269443,0.000180305,0.000107577,7.00E-05,335722.6697,2124063.252,2292163.011,-18.6451996,-30.92401744,-29.39913302,-42.93709907
