MOF Name,PLD,LCD,Density (g/cc),VSA (m2/cc),GSA (m2/g),VF,PV (cc/g),K0_CH4,K0_CO2,K0_H2S,K0_H2O,DC_CH4,DC_CO2,DC_H2S,P_CH4,P_CO2,P_H2S,Qst_CH4,Qst_CO2,Qst_H2S,Qst_H2O
VIRJOW_stripped.cif,5.14441,6.19141,0.874868,2639.07,3016.53,0.6891,0.787662,1.55E-05,0.0013803,0.00272817,752.658,0.001582461,0.000209136,0.000216664,6420434.074,75387595.8,154367635.5,-15.58292964,-35.39758665,-34.06171378,-74.70575538
VIRVEY_stripped.cif,5.78007,7.23132,1.08742,2383.38,2191.77,0.71788,0.660168,5.03E-06,0.000351652,0.00197855,6389.82,0.000863787,0.000105065,3.33E-05,1408966.256,11992839.59,21398150.26,-13.11369111,-33.88388133,-37.56256987,-81.6647332
VIRVOI_stripped.cif,4.13517,5.27727,1.12616,1130.55,1003.9,0.55416,0.49208,8.43E-06,0.00306209,0.00203318,218.14,0.000313652,4.45E-06,2.74E-05,888641.2192,4580354.876,18722062,-17.30308601,-45.95076777,-38.71017353,-79.98397465
VITPOF_stripped.cif,4.54453,5.0749,1.22054,1013.29,830.199,0.51588,0.422664,2.22E-06,5.60E-05,0.00011157,0.180653,0.000769309,0.000240062,0.000107716,623334.8161,4893820.404,4378601.092,-14.23091749,-27.59678772,-28.90775612,-57.74842856
VITYOO_stripped.cif,6.10267,8.76574,1.07917,1659.75,1537.99,0.63912,0.592235,9.71E-06,0.0441595,0.0170151,13151700000,0.000907989,2.92E-05,1.19E-05,2840199.325,414696757.7,65171214.65,-15.9378556,-50.90117778,-48.03894026,-125.4869219
VITYUU_stripped.cif,5.76476,6.93618,1.4786,1191.89,806.09,0.51916,0.351116,1.31E-05,0.00143585,0.000919785,135577,0.000846069,8.39E-06,5.14E-05,4879747.84,5317919.704,20876769.14,-18.0669744,-44.14555672,-37.06765734,-100.1237323
VITZAB_stripped.cif,5.72919,6.94119,1.49624,1204.03,804.703,0.52762,0.352631,1.31E-05,0.000684863,0.000622377,8475.87,0.00096511,3.71E-05,7.06E-05,5658680.343,11343864.53,19622013.75,-18.1158047,-41.15238364,-34.91579276,-93.72641976
VITZEF_stripped.cif,5.80939,6.97691,1.4748,1183.68,802.603,0.52362,0.355045,1.30E-05,0.00127015,0.000751275,72912.5,0.000797725,1.91E-05,6.56E-05,4571399.345,10663452.97,21697054.9,-18.03359241,-43.76166055,-36.06557362,-99.58886722
VITZIJ_stripped.cif,5.69177,6.87611,1.52398,1185.81,778.101,0.5194,0.340818,1.33E-05,0.000464572,0.000529812,1991.14,0.00094045,7.49E-05,0.000114901,5697269.883,15824542.58,27693683.97,-18.21781065,-39.28043977,-33.89490034,-89.34090458
VIVPOG_stripped.cif,7.85087,8.95571,1.04877,619.094,590.302,0.50222,0.478864,5.84E-06,2.56E-05,0.000142984,5.95E-06,0.000165576,7.22E-05,5.13E-05,302916.7365,577393.3073,2296544.275,-22.04311065,-31.11054684,-35.6136902,-24.86995942
VIVSEA_stripped.cif,5.9564,7.42229,1.07433,1233.24,1147.92,0.55142,0.513269,1.31E-05,3.82E-05,0.000096412,2.47E-06,0.000646323,0.000348872,0.000399887,2710547.73,4275841.516,12364061.07,-17.42533787,-22.09139404,-23.56602822,-15.0075494
VIWKIX_stripped.cif,4.6521,6.7026,1.36906,1462.78,1068.46,0.59408,0.433932,2.70E-06,0.0133478,0.284153,3094250,0.000416209,1.21E-05,8.91E-06,458783.197,65800184.27,1035005742,-13.96212552,-51.50014012,-60.38291042,-101.2163777
VIWKOD_stripped.cif,4.56269,6.65109,1.38205,1455.88,1053.42,0.59126,0.427814,2.69E-06,74.79,963.746,3.09E+15,0.000398569,8.47E-06,2.26E-06,442984.6152,2.61E+11,8.97E+11,-13.95915204,-76.6228253,-81.77916678,-151.1139441
VIWLAQ_stripped.cif,4.32057,6.57643,1.43716,1390.91,967.822,0.5809,0.4042,2.74E-06,0.705773,2.67733,5974460000,0.000427339,9.26E-06,4.46E-06,501815.7726,2804878532,5117889195,-14.12574042,-57.77857825,-67.60746664,-120.8630583
VIWLEU_stripped.cif,4.4326,6.55424,1.44375,1412.99,978.696,0.5838,0.404365,2.69E-06,0.479984,0.158161,9528440,0.000421002,2.79E-06,7.50E-06,488042.2495,576572154.7,511120990.9,-14.05497643,-57.9443153,-58.42647773,-104.5986959
VIWMIZ_stripped.cif,4.85659,9.56168,0.929332,1523.15,1638.97,0.6179,0.664886,6.73E-05,8.31E-05,0.00213161,2.73E-06,0.000196612,0.000112195,1.60E-05,3668965.848,2585583.755,9449424.458,-28.39668021,-27.40023744,-40.80005098,-13.36065458
VIWMOF_stripped.cif,5.23388,9.80611,0.896334,1553.72,1733.41,0.6326,0.705764,8.10E-05,0.000103172,0.00272659,2.94E-06,0.000103049,0.000195663,1.74E-05,2232125.338,5401253.364,12668664.6,-29.58319283,-30.17385641,-41.49487465,-13.5121298
VIWVAA_stripped.cif,3.8507,5.21951,1.05315,957.642,909.313,0.57346,0.54452,0.000061494,0.0050998,0.00710956,10.3984,0.000114305,2.09E-05,7.51E-06,2209743.272,33567132.58,16782847.08,-23.09590833,-42.78713821,-40.6632076,-69.34065015
VIXBEK_stripped.cif,4.0828,4.7207,2.19404,441.064,201.029,0.4404,0.200726,2.03E-05,4.48E-05,0.000372926,1.71E-06,0.000122043,0.000257787,7.63E-05,1626335.318,7570578.559,18625506.83,-24.54499312,-28.22321588,-32.70480508,-18.01644391
VIXCUB_stripped.cif,4.89613,5.48848,1.09462,1923.99,1757.67,0.65098,0.594707,6.00E-06,0.000167131,0.000475535,1.62747,0.000820523,0.000309009,0.00032868,1609410.453,16875131.86,51070983.19,-14.84786604,-28.5746833,-31.06121156,-59.64428238
VIXKUJ_stripped.cif,4.95787,5.68644,1.08769,2074.98,1907.7,0.64964,0.597267,1.66E-06,7.64E-05,0.000306377,0.185621,0.001676231,7.22E-05,0.000379557,901378.0143,1790750.692,37756677.6,-10.81793402,-27.16947312,-29.66478184,-51.6653064
VIXPUP01_stripped.cif,6.9018,10.94847,0.690693,2226.27,3223.24,0.76264,1.10417,8.64E-06,2.77E-05,5.04E-05,8.98E-05,0.000667626,0.000366401,0.000390636,1189732.508,2095406.715,4057556.154,-14.77543625,-20.51042519,-21.7161299,-30.27698103
VIXPUP02_stripped.cif,6.91202,10.96287,0.693515,2222.38,3204.52,0.75862,1.09388,8.90E-06,2.96E-05,5.39E-05,5.86E-05,0.000602153,0.000360542,0.000292775,1109767.425,2206135.238,3264607.26,-14.96517452,-20.89257996,-22.09537206,-30.21873637
VIXWEF_stripped.cif,3.87189,12.63096,0.962841,1781.67,1850.43,0.71422,0.741784,4.44E-06,2.47E-05,6.82E-05,0.0178163,0.00019395,0.000253362,0.000189683,247496.1275,1802179.662,3717009.187,-13.97599112,-21.5480802,-25.82681597,-45.61875594
VIYFUG_stripped.cif,4.52463,5.52913,1.23027,1167.23,948.758,0.58504,0.475536,1.05E-05,0.00179544,0.00258747,453.813,0.000222909,3.76E-05,4.32E-05,856727.2805,24818538.26,41076326.82,-19.00993484,-40.88225502,-37.78050802,-79.93435375
VIYKAR_stripped.cif,3.94051,5.05934,1.08312,992.149,916.007,0.53922,0.497838,1.27E-05,0.00505425,0.00565439,342367,0.000218618,3.45E-05,2.12E-05,897292.0468,56322425.81,38768819.03,-19.72318233,-43.02980083,-40.16876758,-99.55331037
VIYKEV_stripped.cif,3.92276,5.00748,1.09846,948.538,863.515,0.53814,0.489903,1.25E-05,0.0017368,0.00207572,15625.3,0.000178746,3.87E-05,3.36E-05,732361.752,22065847.53,22845497.37,-19.77643645,-39.53290651,-36.57202828,-86.37121147
VIYKIZ_stripped.cif,5.43425,9.90385,0.763919,1906.74,2496,0.66102,0.865301,1.53E-05,4.52E-05,0.000126097,0.00577852,0.000492241,0.0002554,0.000146685,1716996.619,2632091.847,4217857.657,-17.75045042,-23.16362815,-25.6846707,-49.85724418
VIYMAT_stripped.cif,5.02913,5.60515,1.46758,1313.77,895.197,0.56102,0.382277,1.11E-05,0.00329472,0.00184959,441857,0.000605105,2.83E-05,4.54E-05,2946144.079,40896641.56,36796132.13,-17.81490097,-43.99338635,-38.60368643,-102.7109417
VIYZAF_stripped.cif,3.92245,6.07651,1.10057,806.44,732.75,0.51446,0.46745,3.67E-05,0.000117496,0.000431797,0.289191,0.000190318,0.000165722,0.000110294,2294081.71,6396980.855,15646013.47,-21.50903107,-26.00824248,-28.43084994,-69.59059096
VIZPUR_stripped.cif,7.73545,8.71389,1.33355,1435.78,1076.66,0.60806,0.455971,5.69E-06,2.04E-05,0.000060733,9.32E-06,0.000456863,0.000365977,0.000223332,1034118.642,2966722.182,5399342.316,-14.81804671,-20.22651345,-23.89964136,-19.76954538
VIZRAZ_stripped.cif,4.14761,5.50852,1.52145,456.22,299.858,0.42472,0.279154,7.85E-05,0.00077366,0.00210104,0.000668997,0.000255815,0.000108301,0.000112482,9125040.712,38053538.52,107331772.3,-25.66127303,-35.01555114,-34.79278476,-42.11998372
VIZRIH_stripped.cif,4.30274,5.68782,1.59459,362.628,227.412,0.42452,0.266226,1.21E-05,3.17E-05,0.000140412,7.40E-07,0.000226047,0.000137063,0.0001214,1304255.685,2067808.99,8113875.278,-22.23004346,-25.92751998,-28.85769691,-14.25285541
VIZSUU_stripped.cif,6.51384,9.20344,0.903887,1718.92,1901.69,0.66014,0.730335,9.15E-06,0.000027305,0.000101192,9.02E-06,0.000441445,0.000266337,0.000134245,1089709.167,1962199.962,3665326.125,-16.735931,-21.74340353,-26.4843197,-20.59953892
VIZTEF_stripped.cif,4.08249,5.67466,1.41551,1111.29,785.077,0.60338,0.426263,8.59E-06,0.015686,0.0132867,6061900,4.46E-05,1.21E-05,4.48E-05,161682.2754,79898220.26,251550460,-20.35248257,-55.37557395,-46.48128931,-101.1726414
VOBQIO_stripped.cif,5.40039,7.36413,0.881375,2125.29,2411.34,0.65382,0.741818,0.000012398,3.76E-05,0.000126772,3.67E-06,0.000352376,0.00021726,9.95E-05,1149408.558,2146601.299,3318165.924,-17.76369557,-23.01239419,-26.72470209,-15.19712559
VOBTAJ_stripped.cif,3.96189,4.39414,2.65327,307.725,115.98,0.41742,0.157323,7.62E-06,2.89E-05,0.000120678,8.57E-07,0.000516593,0.000567816,0.000212491,3117432.406,13005740.09,20309746.59,-23.43278194,-29.39553927,-31.27570922,-16.35409993
VOBTAJ02_stripped.cif,3.96088,4.39634,2.65327,297.446,112.106,0.41754,0.157368,7.42E-06,2.89E-05,0.0001212,8.52E-07,0.000544735,0.000503105,0.000269684,3203414.985,11503150.42,25887787.96,-23.41188106,-29.38420539,-31.28578214,-16.3115362
VOCSUC_stripped.cif,4.15589,5.29779,1.31336,289.014,220.058,0.42446,0.323187,6.47E-05,0.00015714,0.00129622,1.64E-06,9.40E-05,8.89E-05,5.51E-05,2385298.303,5479630.637,28015776.75,-26.65555731,-30.6650132,-34.58905806,-15.59627757
VOCXUH_stripped.cif,4.92239,7.53158,0.767101,2204.46,2873.75,0.67898,0.885124,1.80E-05,4.68E-05,0.000151829,1.16E-05,0.000843932,0.000322273,0.00043308,3477053.669,3452251.555,15056722.17,-15.8420613,-20.22193648,-23.1376149,-18.86505546
VOFXOF_stripped.cif,5.34745,6.23443,1.69715,704.02,414.825,0.45904,0.270477,1.11E-05,6.77E-05,0.000448655,0.000558114,0.000988137,0.000428336,0.000411175,5568996.431,14691072.32,93457697.37,-19.13148189,-26.6930498,-31.82814085,-41.64813474
VOFXUL_stripped.cif,6.94897,7.28872,1.56771,833.391,531.598,0.4756,0.303373,7.92E-06,4.36E-05,0.000171162,0.000704843,0.001677051,0.000448127,0.000431908,6218651.218,9145213.343,34595483.43,-17.11046138,-25.11682248,-28.3785672,-43.06492583
VOFYAS_stripped.cif,4.6199,4.8226,1.42358,530.458,372.623,0.50314,0.353433,1.65E-05,6.20E-05,0.000864406,0.300309,0.000809922,0.000220832,0.00047639,5695314.634,5818250.973,174991619.7,-21.89272842,-28.0973531,-34.7131545,-60.85437785
VOGPEO_stripped.cif,6.83449,8.94022,0.808053,1964.71,2431.41,0.7011,0.867641,1.70E-05,0.000046332,0.000177837,8.26E-06,0.000246036,0.000198388,0.000101981,1007381.011,2217135.701,4374586.361,-18.78061755,-23.22111273,-26.88441094,-18.25270068
VOJGOS_stripped.cif,5.31352,6.19077,0.976178,1571.88,1610.24,0.63064,0.64603,2.71E-05,9.76E-05,0.000223508,3.96E-06,0.000824782,0.000456649,0.000547633,6510556.134,12988101.05,35667031.66,-18.56952913,-23.76327847,-24.61810402,-13.85006309
VOJMIS_stripped.cif,4.23333,6.53547,1.31971,857.179,649.519,0.54912,0.41609,3.04E-05,0.0293094,0.00817624,95550600,6.68E-05,2.23E-05,4.41E-05,800815.5636,257056812.8,141954851.1,-22.87112429,-51.5469705,-44.27273757,-118.7562966
VOJMOY_stripped.cif,4.21423,6.51036,1.31205,265.093,202.045,0.55326,0.421675,0.000029306,0.0502533,0.0120401,55337500,4.11E-05,1.67E-05,2.89E-05,471403.032,328733208.5,136123711.9,-22.76102157,-52.82883078,-46.01273063,-113.095692
VOJMUE_stripped.cif,4.20637,5.8911,1.33424,249.331,186.871,0.5495,0.411845,2.73E-05,0.0247651,0.00834941,70955900,8.98E-05,1.38E-05,2.40E-05,975184.3097,136284917.2,79796840.95,-23.37392892,-51.09652969,-44.55493378,-115.2841245
VOJNAL_stripped.cif,3.83141,6.59633,1.29301,800.288,618.934,0.5593,0.432556,1.76E-05,0.114732,0.0400701,620556000,0.000188137,4.49E-06,5.36E-06,1276519.257,198620671.6,82887930.42,-22.11366584,-56.27293456,-51.26397411,-122.5533823
VOJNEP_stripped.cif,4.27498,6.35164,1.27126,900.618,708.444,0.56254,0.442505,2.87E-05,0.0104723,0.00385747,3527660,6.04E-05,3.57E-05,3.16E-05,656786.2279,141690707.9,46229066.97,-22.88862247,-47.72184792,-41.31143638,-105.6823125
VOJNIT_stripped.cif,4.24274,6.68151,1.26609,945.791,747.017,0.55938,0.441817,2.88E-05,0.12355,0.0238883,11928300000,7.45E-05,6.94E-06,1.49E-05,811497.9867,324053588.2,134732239.6,-22.61659279,-55.47250298,-48.31927216,-127.2891123
VOJNOZ_stripped.cif,4.25948,6.79249,1.27632,265.82,208.27,0.56658,0.443915,3.11E-05,0.010485,0.00384878,2075600,3.90E-05,2.53E-05,5.27E-05,461852.4211,101180670.6,77315623.53,-23.12609352,-47.45991731,-40.95305174,-103.9461688
VOJNUF_stripped.cif,4.22148,6.15607,1.28078,272.202,212.528,0.55948,0.436826,2.73E-05,0.11997,0.026528,1403580000,7.71E-05,8.68E-06,1.28E-05,806099.8435,397966687.8,129742389.6,-22.8851776,-55.43327356,-50.06783656,-122.3953891
VOJPIV_stripped.cif,4.10029,6.40401,1.37584,291.882,212.148,0.53338,0.387677,2.48E-05,5.08609,0.1062,52012600000,5.63E-05,2.75E-06,1.32E-05,574446.6695,5739166994,576174422,-22.90162056,-69.27145651,-54.7693396,-132.0442454
VOJRIX_stripped.cif,4.10953,6.45886,1.35011,295.415,218.809,0.54096,0.400679,0.000023837,0.67978,0.0244999,276323000,5.89E-05,3.99E-06,5.84E-05,566089.4841,1093895733,576906684.5,-22.66653738,-64.01694361,-49.46083002,-118.9696772
VOKCOP_stripped.cif,4.04163,4.89933,1.32671,256.05,192.996,0.47074,0.354817,7.30E-05,0.000399983,0.00273814,8.11E-06,4.01E-05,2.92E-05,3.15E-05,1159560.444,4627439.262,34201639.62,-27.86050804,-34.67195772,-39.13388411,-23.70661817
VOKLIS_stripped.cif,4.39968,5.40217,1.7244,868.648,503.738,0.50748,0.294293,5.25E-06,0.000107765,0.000126117,1.13931,0.000470491,6.34E-05,0.000135118,1271357.956,3515183.489,8771613.884,-18.39410025,-34.84332448,-29.80366939,-67.2907133
VOKLIS01_stripped.cif,4.07445,5.12705,1.8297,817.792,446.954,0.48382,0.264425,5.63E-06,0.000120068,0.000157693,0.952662,0.000418227,6.26E-05,0.000116606,1287022.588,4103230.009,10043143.01,-19.40265321,-35.23390429,-30.73496015,-67.59219852
VOKMAL_stripped.cif,4.53976,5.98429,1.20437,912.504,757.66,0.52448,0.43548,2.48E-05,0.000123536,0.000451301,9.67E-06,0.00021115,0.000148523,0.000115188,1884568.968,6596326.748,18689191.41,-21.65753461,-28.39106183,-30.88986093,-22.12358991
VOLPAP_stripped.cif,4.28901,6.72543,1.05647,1674.6,1585.1,0.64424,0.609807,1.07E-05,0.000032114,6.89E-05,2.78E-06,0.000405817,0.000392402,0.000310709,1372676.74,3974094.369,6748539.664,-16.29108638,-20.39388758,-21.67325646,-13.49856474
VOLPET_stripped.cif,6.24705,9.30216,0.741977,2345.96,3161.76,0.76014,1.02448,5.33E-06,0.000290215,0.000283638,613.018,0.001169334,0.000134707,0.000231612,1379503.811,8658750.953,14550269.83,-12.37896515,-36.07821108,-29.97585405,-73.48828048
VOLQOD_stripped.cif,8.76618,11.11497,0.702909,1788.58,2544.54,0.7264,1.03342,1.20E-05,8.85E-05,9.77E-05,0.00391418,0.000458825,0.000108055,0.000159595,1153755.912,2005750.272,3272594.095,-16.80814148,-29.2709399,-24.95578388,-50.31659993
VOMNES_stripped.cif,4.02563,5.67198,1.68478,447.54,265.637,0.4011,0.238072,1.03E-05,2.09E-05,0.000107086,6.64E-07,0.000174742,0.000189291,0.000148265,906953.2012,1986233.924,7984918.329,-21.14679581,-24.14362711,-27.50360632,-13.37189209
VOMSEW_stripped.cif,7.87261,10.11514,1.80828,884.429,489.099,0.51408,0.284292,3.24E-06,6.86E-06,2.22E-05,1.42E-06,0.000777885,0.000359708,0.000293524,1359215.124,1331179.313,3513198.259,-15.64898421,-18.91412737,-22.70607815,-18.36508976
VOMSEW01_stripped.cif,7.84364,9.9895,1.82449,856.051,469.2,0.5052,0.276899,3.24E-06,6.70E-06,2.23E-05,1.29E-06,0.00081087,0.00036283,0.000304532,1433001.445,1323917.896,3701125.152,-15.69941243,-18.88055892,-22.74279424,-17.59727124
VOMSEW02_stripped.cif,7.57023,9.91615,1.81736,866.14,476.593,0.50876,0.279945,3.28E-06,6.82E-06,0.000023321,1.41E-06,0.000639865,0.000366484,0.000317286,1139072.296,1354955.934,4014149.962,-15.76205184,-18.98589139,-22.98692255,-18.17511852
VOMSEW03_stripped.cif,7.67576,9.99028,1.81654,870.335,479.117,0.51106,0.281337,3.26E-06,6.87E-06,2.29E-05,1.38E-06,0.000894182,0.000396163,0.000372099,1579006.589,1476697.579,4622899.266,-15.68490623,-18.98808313,-22.84349778,-17.89558106
VOMSEW04_stripped.cif,7.50773,9.77671,1.82075,866.96,476.155,0.5085,0.27928,3.20E-06,6.64E-06,2.29E-05,1.44E-06,0.000756621,0.000345987,0.000341633,1315296.302,1248244.565,4246018.498,-15.74282234,-18.98684616,-23.00304105,-18.41496543
VOMSEW06_stripped.cif,8.54002,8.75382,1.82922,831.216,454.409,0.51166,0.279715,3.26E-06,7.17E-06,2.00E-05,1.15E-06,0.000763111,0.000446217,0.000341242,1357737.634,1747923.127,3722659.474,-15.51494568,-18.80617121,-21.62103075,-17.08553568
VONCOS_stripped.cif,9.26479,10.3381,1.24231,1005.05,809.018,0.60856,0.489861,2.53E-05,0.0162935,0.0165759,435705,7.41E-05,1.72E-06,1.95E-05,693512.3896,10415203.02,119885913.2,-27.20391539,-53.08198277,-48.52417814,-100.2194751
VONHOW_stripped.cif,4.38991,6.14976,0.959992,1347.9,1404.07,0.59666,0.621526,2.70E-05,0.000219416,0.000420149,0.0429907,0.000542451,0.000192027,0.000254933,4202752.131,12074072.7,30693899.45,-20.30526376,-29.32982212,-28.77517735,-55.68689676
VOPCIO_stripped.cif,7.99255,8.96736,1.07171,1501.3,1400.85,0.61854,0.577154,1.48E-05,0.0355799,0.000233339,76718200,0.000493187,2.07E-05,0.000122843,2336555.504,235605798.8,9170051.022,-18.62775508,-62.51216105,-29.53508928,-114.5029335
VOPSOK_stripped.cif,4.62425,5.64967,1.22644,832.736,678.985,0.4927,0.401731,9.28E-06,0.000023811,8.85E-05,2.90E-06,0.000360557,0.00022033,0.000181825,1225487.98,1920670.166,5889684.916,-18.7430963,-22.91599738,-25.64942592,-23.29706101
VOQSAV_stripped.cif,4.15271,5.73076,1.07797,845.542,784.381,0.49786,0.461848,2.31E-05,8.29E-05,0.00033201,4.98E-06,0.000410484,0.000258646,0.000176802,3052304.88,6896215.253,18888616.81,-21.44885237,-26.68568852,-29.61481898,-19.79497521
VORHUH_stripped.cif,4.1801,5.65637,1.03509,1719.69,1661.39,0.5809,0.561209,0.000012433,5.54E-05,0.000202495,0.00677743,0.000644107,0.000295218,0.000290996,2474385.364,5050407.082,18206832.31,-17.04296506,-24.30765766,-26.52434143,-48.57418757
VORSAY_stripped.cif,6.45604,7.31637,1.79903,504.556,280.46,0.41082,0.228357,2.21E-06,0.00263619,0.00149918,304.652,0.000675556,8.15E-06,1.58E-05,801151.5929,11542502.97,12741291.17,-15.72565198,-46.12744196,-44.89973707,-81.46279516
VORSEC_stripped.cif,6.1836,7.0331,2.02869,443.182,218.457,0.38574,0.190142,2.60E-06,0.00280448,0.00123099,298.773,0.001141938,8.58E-06,3.26E-05,1794655.055,14576989.67,24299176.44,-16.39257684,-46.34148011,-42.80760429,-83.29640368
VORZEJ_stripped.cif,3.86359,4.85179,1.31407,161.537,122.929,0.43418,0.330408,9.89E-06,0.00136917,0.0510066,1.07553,4.96E-05,4.09E-05,1.08E-05,192388.5223,21948227.71,216830086.5,-22.83600219,-41.94160034,-54.61305705,-64.77836625
VOSTUU_stripped.cif,5.27941,6.53139,0.93518,1089.02,1164.5,0.55424,0.592656,2.66E-05,0.000211864,0.000509624,9.18E-06,7.58E-05,7.36E-05,3.26E-05,563846.6046,4354727.255,4639233.42,-22.24868002,-32.18503208,-31.77459133,-19.37182783
VOSWOR_stripped.cif,3.83588,4.67576,1.22348,740.089,604.907,0.55334,0.452269,4.13E-05,0.000426197,0.00103197,2.46E-05,0.000306772,0.000123166,0.000164113,4631772.184,19171361.91,61853202.73,-23.15937415,-32.9859704,-33.10540957,-25.79911028
VOTNOJ_stripped.cif,5.54391,7.85556,0.736864,2603.86,3533.7,0.73472,0.99709,7.12E-06,2.17E-05,4.47E-05,0.000206564,0.001242462,0.000490232,0.000572961,1946458.876,2339742.802,5637179.906,-13.17382314,-18.7600142,-19.78167377,-32.67622002
VOYBOC_stripped.cif,6.93403,7.54626,1.01005,1494.9,1480.03,0.61762,0.611477,1.55E-05,3.92E-05,0.000109793,2.40E-06,0.000529238,0.000325154,0.000217769,2465920.427,3844240.922,7208880.626,-17.21367342,-21.43595771,-23.51284454,-12.52600136
VOZDEV_stripped.cif,4.0609,5.74008,1.12749,710.922,630.537,0.51288,0.454888,1.67E-05,7.41E-05,0.000393065,2.02E-05,0.000355979,0.000197256,0.000189926,1999611.852,4918764.676,25125597.29,-20.71156179,-27.78397963,-31.46352649,-26.23504878
VOZVIR01_stripped.cif,4.8002,8.1513,1.66784,661.965,396.899,0.50098,0.300376,4.32E-06,4.40E-05,0.000683757,0.00602748,0.000336142,6.68E-05,1.36E-05,723521.5228,1461951.362,4617811.3,-17.61513623,-31.33588229,-41.37052036,-50.87095009
VUDQOB_stripped.cif,4.82237,6.32363,1.49229,1153.3,772.836,0.5615,0.376267,1.82E-05,0.000295812,0.000451824,0.343644,0.000390751,9.13E-05,0.00010903,3175740.957,12032176.42,21944394.55,-19.37311851,-33.12250484,-30.99181338,-60.8492269
VUDZIE_stripped.cif,4.66623,7.09496,1.07471,955.417,889.003,0.5337,0.496601,6.53E-06,2.98E-05,7.74E-05,0.0124932,0.000281234,0.00018001,0.000147744,589298.5525,1723587.23,3666293.685,-16.79552762,-24.16976683,-25.64471204,-61.13399488
VUFGUA_stripped.cif,4.60622,6.58916,0.784385,2580.12,3289.36,0.7156,0.912307,5.58E-06,0.000746142,0.00146554,2888.47,0.000582977,8.17E-05,1.53E-05,761341.4014,14269569.69,5262586.526,-12.82491134,-34.43823307,-35.48854692,-77.57316938
VUFHAH_stripped.cif,4.5466,6.67963,0.796466,2571.44,3228.56,0.7146,0.897213,5.57E-06,0.000634867,0.00125916,1111.35,0.000559846,8.00E-05,2.01E-05,740953.8079,12080607.74,6025972.536,-12.8586551,-34.12991515,-34.95329372,-77.77083052
VUFHEL_stripped.cif,4.65789,6.58929,0.771413,2598.87,3368.97,0.71874,0.931719,5.45E-06,0.00190722,0.00350816,408786,0.000713706,5.55E-05,1.45E-05,896448.1538,24367140.26,11722156.5,-12.66016174,-37.95654077,-38.44150682,-90.43204427
VUFSAR_stripped.cif,4.65753,4.92487,1.34171,471.748,351.603,0.46114,0.343697,1.84E-05,4.47E-05,0.00038923,0.0027353,0.000400071,0.000224698,0.000215959,2942208.923,4018937.249,33666010.33,-22.34114672,-26.45232181,-32.08621161,-57.00140247
VUGWUR_stripped.cif,5.70608,6.78326,1.29759,742.806,572.451,0.47576,0.366649,5.34E-06,0.000186022,0.000165516,112.12,0.000366502,4.00E-05,9.80E-05,758775.0224,2878671.42,6282479.134,-17.34108358,-36.30008421,-31.27177207,-80.2184305
VUGXAY_stripped.cif,5.63822,6.69359,1.31318,721.231,549.225,0.46852,0.356783,5.18E-06,0.0021541,0.000595335,11643500,0.000271387,2.53E-06,3.11E-05,551160.0777,2132313.359,7263777.73,-17.26171203,-46.3263779,-38.28186225,-110.9898577
VUGXEC_stripped.cif,5.61233,6.67434,1.31728,723.053,548.898,0.46868,0.355793,5.19E-06,0.00110515,0.000368779,448911,0.000480005,1.28E-05,3.71E-05,979628.6471,5541080.614,5379094.414,-17.23615631,-43.98999239,-35.81285796,-101.7404235
VUGXIG_stripped.cif,5.70131,6.83362,1.30918,733.187,560.036,0.47334,0.361555,5.21E-06,0.00309217,0.000999025,47717200,0.000385777,1.26E-05,2.56E-05,785186.5186,15269380.38,10000969.45,-17.17555696,-47.96231005,-40.32118743,-114.5051248
VUGXOM_stripped.cif,5.60745,6.7578,1.33981,777.104,580.013,0.47004,0.350827,5.90E-06,0.00043304,0.000269414,41751.6,0.000397005,1.58E-05,8.19E-05,937473.126,2730222.471,8828981.422,-17.5267218,-39.92220944,-33.1825296,-97.15934502
VUGXUS_stripped.cif,5.7044,6.83692,1.33206,733.707,550.808,0.47456,0.356261,4.97E-06,0.000290101,0.00017418,2839.98,0.000490476,3.22E-05,9.65E-05,968665.2669,3711189.921,6683225.974,-17.07535601,-38.68203642,-31.76250748,-90.01991271
VUGYAZ_stripped.cif,5.52393,6.78172,1.36329,709.701,520.579,0.46554,0.341483,5.19E-06,0.000217574,0.000168727,1390.52,0.000479036,3.50E-05,8.77E-05,1012538.859,3103143.317,6018583.771,-17.25001956,-37.63547421,-31.35072285,-89.06974889
VUGYED_stripped.cif,5.46593,6.85533,1.36439,716.55,525.181,0.46918,0.343876,5.26E-06,0.000164084,0.000160838,181.338,0.000469698,4.08E-05,8.88E-05,1006257.21,2728416.922,5816839.188,-17.3134284,-35.84004467,-30.95534877,-83.15316787
VUGYIH_stripped.cif,5.65237,6.68989,1.37055,720.309,525.561,0.46798,0.341454,5.77E-06,6.55E-05,0.000126716,0.118822,0.000343577,0.000123345,0.000116921,811620.4085,3307189.292,6061425.942,-17.56664945,-29.77697089,-29.4766485,-60.32908344
VUHDEI_stripped.cif,4.16817,6.70561,2.60909,1552.59,595.07,0.63494,0.243357,1.45E-06,0.000868889,0.00971547,3780470,0.000317943,9.00E-05,1.37E-05,359753.4193,60874347.98,103660834.6,-15.0889012,-39.35902262,-44.03453763,-99.01200168
